pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
2304	GO_TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_III_PROMOTER	0.128273392701424	0.485758835737242	-0.595909604465277	-1.36932947230973	19416	10	c("CRCP", "GTF3C5", "TBP", "BRF1")
2305	GO_ENDONUCLEOLYTIC_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING	0.1283005579605	0.485758835737242	-0.644761066236145	-1.38414669774022	21131	8	c("RCL1", "ABT1", "RRS1", "NOP14")
2306	GO_REGULATION_BY_VIRUS_OF_VIRAL_PROTEIN_LEVELS_IN_HOST_CELL	0.128347079426054	0.485758835737242	0.766452682487377	1.32255222841065	40895	6	c("IFIT1", "STAT1")
2307	GO_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION	0.128351145872296	0.485758835737242	0.472745029657069	1.23298235336742	61079	85	c("ID2", "GATA2", "LRRC17", "FOS", "EVI2B", "ROR2", "CEACAM1", "PF4", "FBXW7", "ZFP36L1", "LYN", "ZFPM1")
2308	GO_ENDOLYSOSOME_LUMEN	0.128362549478956	0.485758835737242	0.822888641693628	1.30656466602974	38135	4	c("CTSK", "LGMN", "CTSB")
2309	GO_GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT	0.12839024172588	0.485758835737242	0.512352851439008	1.26825746882697	57548	49	c("PKDCC", "STEAP2", "STXBP6", "ANK3", "EXOC6B", "KRT18", "COMMD1", "SPTBN1", "RAB34", "RAB31", "PREPL", "EXOC6", "KIF13A", "VAMP3", "GOLGA7", "BBS2", "VAMP5", "EXOC1")
2310	GO_REGULATION_OF_MYOBLAST_DIFFERENTIATION	0.128646049058861	0.486339379957687	0.531934436077124	1.28091966286745	55906	39	c("PLCB1", "MBNL3", "ID3", "CDON", "ZFP36L1", "SOX9", "BMP4", "TGFB1", "BOC", "RIPOR2", "TRIP4", "MEF2C")
2311	GO_TYPE_I_PNEUMOCYTE_DIFFERENTIATION	0.128764433094929	0.486339379957687	0.791886328172032	1.31627512592334	39733	5	c("NFIB", "THRB", "THRA", "CREB1")
2312	GO_RAC_PROTEIN_SIGNAL_TRANSDUCTION	0.128792772617868	0.486339379957687	0.557278136256043	1.2939802827646	53830	30	c("RHOU", "CDH13", "SSX2IP", "CRK", "ELMO1", "RAC2", "NCKAP1", "ARHGAP44")
2313	GO_RESPONSE_TO_CORTISOL	0.128832486980644	0.486339379957687	0.791860693671589	1.31623251620261	39754	5	c("SLIT3", "KLF9", "SLIT2", "IGFBP7")
2314	GO_CELLULAR_RESPONSE_TO_HYDROPEROXIDE	0.128859660895629	0.486339379957687	0.724906698397523	1.32720201022967	43205	8	c("PRKD1", "DAPK1", "MGST1", "CD36", "AIF1", "TP53INP1", "OXR1")
2315	GO_CENTRAL_NERVOUS_SYSTEM_NEURON_DEVELOPMENT	0.128877708860124	0.486339379957687	0.497713545742495	1.25645867508699	59071	59	c("BTG2", "GATA2", "PLXNA4", "PTEN", "SCN1B", "CDH11", "NFIB", "ZEB2", "SLIT2", "NANOS1", "CRK", "ROBO1", "ATP7A", "PAFAH1B1", "MYCBP2", "GLI2", "DCLK1", "EPHA4", "TCTN1", "CDK5", "EPHB3", "ARHGAP35", "GBX2", "ADARB1", "HSP90AB1")
2316	GO_SYNAPTIC_VESICLE_ENDOCYTOSIS	0.128971929638843	0.486357184922849	-0.357469043100353	-1.21539807504085	7309	45	c("SCRIB", "STX1A", "SYT11", "DNM2", "NLGN3", "SYT1", "SNCB", "GAK", "SNAP91")
2317	GO_NEGATIVE_REGULATION_OF_MORPHOGENESIS_OF_AN_EPITHELIUM	0.128993772603736	0.486357184922849	0.637492644763888	1.31952751778748	48221	15	c("SULF1", "PTEN", "GATA3", "BMP4", "STAT1", "PHLDB2")
2318	GO_INTRONIC_TRANSCRIPTION_REGULATORY_REGION_DNA_BINDING	0.129089309414098	0.486507423227593	0.724755002256398	1.32692427597243	43282	8	c("VAX2", "EMX2", "HSF2", "NCOA2", "ZC3H8")
2319	GO_S_SHAPED_BODY_MORPHOGENESIS	0.129198681699014	0.48670965214428	0.791657885114341	1.31589540739073	39867	5	c("WT1", "PDGFRB", "BMP4")
2320	GO_REGULATION_OF_DNA_TOPOISOMERASE_ATP_HYDROLYZING_ACTIVITY	0.129352128604895	0.486855995277705	0.822245603728429	1.30554366435141	38429	4	c("PLSCR1", "HNRNPU")
2321	GO_PROTEIN_C_LINKED_GLYCOSYLATION	0.12943056618817	0.486855995277705	0.857967119785194	1.28668423281909	36687	3	c("DPY19L3", "DPY19L4")
2322	GO_DETOXIFICATION_OF_INORGANIC_COMPOUND	0.129453106066726	0.486855995277705	0.822188297998276	1.30545267556097	38459	4	c("ATP7A", "SLC30A1", "PARK7")
2323	GO_RRNA_GUANINE_METHYLTRANSFERASE_ACTIVITY	0.129554336630345	0.486855995277705	-0.779898143819585	-1.36184216941535	26287	4	BUD23
2324	GO_U6_SNRNA_BINDING	0.129712301587302	0.486855995277705	-0.57510919674208	-1.35824300867169	18827	11	c("PRPF8", "METTL16", "LSM7", "LSM4")
2325	GO_LIPOPROTEIN_CATABOLIC_PROCESS	0.129767751442823	0.486855995277705	0.656215307023385	1.32268350793445	47375	13	c("APOE", "PPT1", "ATM", "ABHD17C")
2326	GO_NEGATIVE_REGULATION_OF_OXIDATIVE_PHOSPHORYLATION	0.129791363415818	0.486855995277705	-0.70327009938065	-1.38469695270472	23539	6	c("PPIF", "PDE12", "SNCA", "RHOA")
2327	GO_SOFT_PALATE_DEVELOPMENT	0.129794997049233	0.486855995277705	-0.88348271446863	-1.29267870120601	30130	2	c("SOX11", "TSHZ1")
2328	GO_FIBROBLAST_PROLIFERATION	0.129847126586116	0.486855995277705	0.492388982640072	1.25121263981541	59965	63	c("PDGFD", "FN1", "PPARG", "PDGFRA", "EREG", "SPHK1", "CDC73", "PDGFRB", "FTH1", "S100A6", "FBXO4", "DDR2", "AQP1")
2329	GO_NEGATIVE_REGULATION_OF_BLOOD_CIRCULATION	0.12998447170358	0.486855995277705	0.580347285469113	1.30252555121642	52484	24	c("RNLS", "APLN", "F2R", "PIK3CG", "ADORA1", "SRI", "KCNE3", "BMPR2", "ATP1A1", "FKBP1B", "DOCK5")
2330	GO_PROXIMAL_DISTAL_PATTERN_FORMATION	0.130028842742785	0.486855995277705	0.607518451520465	1.31191810053522	50581	19	c("PBX1", "ALDH1A2", "CYP26B1", "CHSY1", "OSR1", "DLX2", "GLI2")
2331	GO_PROTEIN_LOCALIZATION_TO_CILIUM	0.130045261643262	0.486855995277705	0.524626701539183	1.27550118452568	57118	42	c("WDR19", "DZIP1", "CCDC39", "DYNC2H1", "TBC1D32", "CPLANE1", "CCDC88A", "CC2D2A", "TUB", "TCTN1", "TTC26", "ARL6", "TTC21B", "RAB11FIP3", "BBS4", "RAB29", "ARL13B", "ARF4", "LZTFL1")
2332	GO_REGULATION_OF_GRANULOCYTE_CHEMOTAXIS	0.130057350897453	0.486855995277705	0.571846816618109	1.29942059694134	53155	26	c("EDN1", "THBS1", "MPP1", "MDK", "JAM3", "SLIT2", "KARS1", "RAC2", "RARRES2")
2333	GO_DETECTION_OF_MOLECULE_OF_BACTERIAL_ORIGIN	0.130124820703757	0.486855995277705	0.743142674406058	1.32405093209686	42637	7	c("LY96", "SSC5D", "TLR1", "TLR4")
2334	GO_PROTEIN_GLUTAMINE_GAMMA_GLUTAMYLTRANSFERASE_ACTIVITY	0.130139612221777	0.486855995277705	-0.883309816653885	-1.29242572362202	30210	2	TGM2
2335	GO_CELLULAR_RESPONSE_TO_LITHIUM_ION	0.130167676483021	0.486855995277705	0.679156660194246	1.32519060593482	46189	11	c("ID2", "NFATC4", "FABP4")
2336	GO_BMP_BINDING	0.130249043768938	0.486855995277705	0.707219152524815	1.32571900286612	44574	9	c("COMP", "NBL1", "ENG", "BMPR2")
2337	GO_POSITIVE_REGULATION_OF_CELL_CYCLE_ARREST	0.130278491609866	0.486855995277705	0.490073007147613	1.24913846397682	60378	65	c("BTG2", "ID2", "FAP", "SOX4", "GATA6", "PLK2", "CNOT6", "PLAGL1", "ATM", "CNOT8", "RPL26", "FOXO4")
2338	GO_REGULATION_OF_MYOTUBE_DIFFERENTIATION	0.130296396172078	0.486855995277705	0.543818063520247	1.2856158513918	55468	34	c("SHOX2", "PLPP7", "CYP26B1", "MMP14", "NFATC2", "EHD2", "MAMSTR", "TMEM119", "BDNF", "RIPOR2", "FBXO22")
2339	GO_OLIGOPEPTIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.130446051108059	0.487206798837113	0.821635898652375	1.30457558790861	38754	4	c("ABCC1", "SLC15A3", "GJA1")
2340	GO_NCRNA_EXPORT_FROM_NUCLEUS	0.130513881593276	0.487251824614898	-0.39660253574019	-1.24959158329669	10186	32	c("NOL6", "NUP210", "NUP85", "AAAS", "NUP62", "RAE1", "POM121", "NUP93", "NDC1", "NUP214")
2341	GO_PRODUCTION_OF_MOLECULAR_MEDIATOR_INVOLVED_IN_INFLAMMATORY_RESPONSE	0.130767637719177	0.48799063781065	0.530987246332869	1.27863879160664	56828	39	c("SNX4", "P2RX1", "PDCD4", "PYCARD", "LYN", "KARS1", "SNAP23", "APPL1", "GRN", "KPNA6", "CD36", "APOD")
2342	GO_POSITIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION	0.130987189937408	0.488425570443394	0.584618710964755	1.30327923088122	52547	23	c("IL1B", "ANXA1", "CARD11", "SPTBN1", "RIPK2", "IL1A", "GLMN")
2343	GO_INTERLEUKIN_6_SECRETION	0.13099645643435	0.488425570443394	0.559845711123028	1.29334883095191	54452	29	c("CD200", "IL1B", "PYCARD", "F2R", "IL1RAP", "TWIST1", "IFIH1")
2344	GO_NEGATIVE_REGULATION_OF_VITAMIN_METABOLIC_PROCESS	0.131051915879042	0.488425570443394	0.8213281370954	1.30408693081028	38934	4	c("AKR1C3", "SNAI1", "SNAI2")
2345	GO_SUBSTRATE_DEPENDENT_CELL_MIGRATION	0.131153427989073	0.488595457105562	0.579732630807788	1.3011460265394	52956	24	c("MYH10", "FN1", "ITGA2", "SLIT2", "NCK1", "ROBO1", "SDCBP", "SNAI2", "SHTN1")
2346	GO_T_CELL_MEDIATED_CYTOTOXICITY	0.131262268498762	0.488792488322758	0.589262114959681	1.30442227086413	52291	22	c("CD1D", "CEACAM1", "CTSC", "RAB27A", "MICB")
2347	GO_NEGATIVE_REGULATION_OF_GLIAL_CELL_PROLIFERATION	0.131329676845538	0.488835132902693	-0.540763608993717	-1.3404783128017	17718	13	c("IDH2", "SOX11", "SKI", "CERS2")
2348	GO_POSITIVE_REGULATION_OF_RECEPTOR_BIOSYNTHETIC_PROCESS	0.131415560615316	0.488840665097086	0.666293447850811	1.32242741515089	47327	12	c("HIF1A", "EDN1", "HDAC1")
2349	GO_LIPASE_ACTIVATOR_ACTIVITY	0.13144307718785	0.488840665097086	0.691508531913646	1.32365441692368	45824	10	c("ARHGAP6", "CASP3")
2350	GO_EYE_PHOTORECEPTOR_CELL_DEVELOPMENT	0.131537816897426	0.488952374392584	0.606711354836342	1.31017519915315	51168	19	c("PRKCI", "THY1", "THRB", "NRL", "BBS4", "CRB1", "CEP290", "MYO7A")
2351	GO_ODONTOGENESIS	0.13158505405185	0.488952374392584	0.46812511089416	1.22627167626708	62941	90	c("HAND2", "EDN1", "CD34", "PDGFRA", "LAMB1", "ADAMTS5", "FAM20A", "ID3", "FOXO1", "OSR1", "COL1A2", "TNFRSF11B", "DLX2", "TWIST1", "AQP3", "HDAC1", "PPARA", "AQP1", "AXIN2", "OSR2", "BMP4", "SMO", "GLI2", "ASPN", "JAG2", "CTNNA1", "PAM")
2352	GO_CELLULAR_RESPONSE_TO_CALCIUM_ION	0.131692108989281	0.489004902868161	0.496577531626401	1.25359085120838	60361	59	c("AKR1C3", "EDN1", "FOSB", "FOS", "JUNB", "CAMK2D", "CLIC4", "CPNE5", "RASA4", "NLGN1", "CPNE8")
2353	GO_LOW_DENSITY_LIPOPROTEIN_PARTICLE_BINDING	0.131794687783326	0.489004902868161	0.655005100712676	1.32024418670674	48115	13	c("CDH13", "COLEC12", "THBS1", "CD36")
2354	GO_EMBRYONIC_EYE_MORPHOGENESIS	0.131816793085115	0.489004902868161	0.559466628237206	1.2924730782267	54793	29	c("EFEMP1", "FBN2", "ALDH1A3", "RARG", "TWIST1", "VAX2", "FRS2", "MFAP2", "RARB", "ZEB1", "FOXL2", "SP3")
2355	GO_POSITIVE_REGULATION_OF_CELL_SIZE	0.131851056532307	0.489004902868161	0.723130206315168	1.32394950357182	44208	8	c("EDN1", "RB1CC1", "ATP7A", "HSP90AB1")
2356	GO_PHOSPHATIDYLGLYCEROL_ACYL_CHAIN_REMODELING	0.131879069500617	0.489004902868161	0.691227329765413	1.32311615246506	45976	10	c("PLA2G4A", "PLA2G5", "LPCAT4")
2357	GO_CELL_DIFFERENTIATION_INVOLVED_IN_EMBRYONIC_PLACENTA_DEVELOPMENT	0.13228893161771	0.489854490918577	0.588682619151754	1.30313946781512	52700	22	c("KRT19", "SNAI1", "STK4", "STK3", "LIF", "KRT8", "PLK4")
2358	GO_POSITIVE_REGULATION_OF_COFACTOR_METABOLIC_PROCESS	0.132425729475723	0.489854490918577	0.856219418828661	1.28406322414335	37536	3	c("NFE2L2", "ZNF205")
2359	GO_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY	0.132426649788071	0.489854490918577	0.644673968568107	1.31765024835843	48957	14	c("ARRDC3", "RGS2", "ATP2B4")
2360	GO_INTESTINAL_EPITHELIAL_CELL_DEVELOPMENT	0.132449324867267	0.489854490918577	0.705892147392369	1.32323146287982	45327	9	c("HIF1A", "KLF5", "YIPF6")
2361	GO_POSITIVE_REGULATION_OF_LIPID_CATABOLIC_PROCESS	0.132498615406792	0.489854490918577	0.594079832424217	1.30507690233328	52392	21	c("IL1B", "AADAC", "TWIST1", "ADORA1", "ABHD5", "PPARA")
2362	GO_NEUTRAL_LIPID_CATABOLIC_PROCESS	0.132538147156419	0.489854490918577	-0.395646331669302	-1.24657883261756	10344	32	c("MGLL", "ABHD2", "PNPLA3", "ABHD6", "SORL1", "ABHD12", "FAAH")
2363	GO_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	0.132575500508992	0.489854490918577	0.477486428082251	1.23523689171644	62511	77	c("RPS4Y1", "RPL5", "RPSA", "SSR1", "RPS24", "SEC63", "RPS6", "SEC62", "TRAM1", "RPL31", "RPL14", "RPL26", "RPL4", "RPL11", "SRP72", "RPL10A", "RPL39", "RPS25", "RPS13", "RPL27A", "RPS20", "RPLP2", "RPLP0", "RPL23", "RPL7A", "SRP68", "RPL7", "RPL15", "RPL35A", "RPS5", "RPS15A", "RPS7", "RPS14", "RPS3", "RPS23")
2364	GO_ICOSATETRAENOIC_ACID_BINDING	0.132637241240789	0.489854490918577	0.763758398406877	1.31790310721106	42262	6	c("PPARG", "STX3", "FABP3")
2365	GO_POSITIVE_REGULATION_OF_HISTONE_DEACETYLASE_ACTIVITY	0.132662948548022	0.489854490918577	0.78954022327616	1.31237542541409	40936	5	c("PRKD1", "VEGFA")
2366	GO_ANGIOTENSIN_ACTIVATED_SIGNALING_PATHWAY	0.13271596653693	0.489854490918577	0.722621789282909	1.32301866363236	44498	8	c("AGTRAP", "ACTN2", "AHCYL1", "ROCK2", "CAV1")
2367	GO_REGULATION_OF_PHOSPHOLIPASE_A2_ACTIVITY	0.132724997711112	0.489854490918577	0.741583425990282	1.32127283256176	43489	7	c("PPT1", "ANXA1", "PLA2R1", "LRP1")
2368	GO_RNA_POLYMERASE_III_ACTIVITY	0.13299516525323	0.490527330363096	-0.512922137688652	-1.32491243387202	16779	15	c("CRCP", "POLR3A", "POLR3K", "POLR3E", "POLR2H")
2369	GO_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION	0.133019602292831	0.490527330363096	0.545480958407858	1.28435361781453	56390	33	c("CALB2", "APOE", "PAIP2", "MME", "ADORA1", "EIF2AK4", "ADORA2A", "EPHA4", "CREB1", "NCSTN", "GSK3B")
2370	GO_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_ABSENCE_OF_LIGAND	0.133250478188152	0.491007132308242	0.53215710852563	1.27705918007685	57681	38	c("IL1B", "SRPX", "UNC5B", "PF4", "SGK3", "SNAI2", "CTNNA1", "IL1A", "RIPK1")
2371	GO_MATERNAL_PROCESS_INVOLVED_IN_PARTURITION	0.133262123477889	0.491007132308242	0.741262281357801	1.32070065192321	43665	7	c("EDN1", "LDOC1", "OXTR", "ARNTL")
2372	GO_REGULATION_OF_DNA_DEPENDENT_DNA_REPLICATION	0.133450285069858	0.491282144849115	-0.369261692308901	-1.2233101989361	8519	40	c("TIMELESS", "CHTF18", "RFC5", "RFC2", "FBXO5", "CHTF8", "BLM", "RFC4", "LIG3", "CDT1", "DONSON", "WRNIP1", "STOML2", "BRCA2", "DSCC1", "TIPIN", "MSH3", "ATG7", "DBF4", "RFC3")
2373	GO_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION	0.133491411298351	0.491282144849115	0.519019512474169	1.26894489308202	58999	44	c("RESF1", "IFI16", "IFIT1", "PLSCR1", "SRPK2", "VAPA", "OAS2", "RNASEL", "IFITM2", "EIF2AK4")
2374	GO_REGULATION_OF_GASTRULATION	0.133505472970673	0.491282144849115	0.565998914846072	1.29380618116693	54909	27	c("COL5A1", "PHLDB1", "POGLUT1", "OSR1", "MYADM", "GJA1", "FZD7", "PHLDB2", "FGFR1")
2375	GO_REGULATION_OF_MICROGLIAL_CELL_ACTIVATION	0.133686899539068	0.491674495406874	0.664953179786835	1.31976731510462	48145	12	c("IL6", "CTSC", "SPHK1", "ATM", "GRN")
2376	GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_I	0.133744722312439	0.491674495406874	-0.462920449091151	-1.29342849793881	14412	20	c("DDX11", "SMARCB1", "SMARCA4", "MTOR", "MARS1", "DHX33", "PHF8", "UBTF", "PIH1D1", "ATF4")
2377	GO_INTERLEUKIN_10_SECRETION	0.133780938138981	0.491674495406874	0.740970674958527	1.32018109930154	43835	7	c("PYCARD", "CD274", "TNFRSF21", "F2RL1")
2378	GO_RESPONSE_TO_AMINE	0.134010406124612	0.492310726620945	0.55139226869231	1.28633736426978	56276	31	c("HNMT", "ITGA2", "RGS2", "ICAM1", "RGS17", "RGS10", "ADORA2A", "PPP3CA", "ASIC1", "PPP1R9B")
2379	GO_GLUTAMATE_RECEPTOR_ACTIVITY	0.134170897513123	0.492693131851467	0.689901726450874	1.32057874243843	46775	10	c("PTK2B", "GRIK2")
2380	GO_RESPONSE_TO_CAMP	0.13432295205293	0.493044247535461	0.484221785699116	1.24106163858093	62671	69	c("WT1", "FOSB", "FOS", "PLA2G5", "JUNB", "PTK2B", "MMP19", "SPARC", "PIK3CG", "ZFP36L1", "RAP1B", "PTPRN", "ITPR2", "AQP1", "STAR")
2381	GO_CGMP_BIOSYNTHETIC_PROCESS	0.134394732547484	0.493100539073842	0.762717080350441	1.31610626110759	42822	6	c("NPR1", "GUCY1A2", "GUCY1B1", "GUCY1A1")
2382	GO_DETECTION_OF_ABIOTIC_STIMULUS	0.134888611421437	0.494704831812624	0.497977411242171	1.25257584937099	61577	57	c("LXN", "TRPM3", "CXCL12", "FNTA", "ITGA2", "METAP2", "SERPINE2", "CACNB3", "METAP1", "ADORA1", "CXCR4", "ELOVL4", "BACE1", "PLEKHB1", "GNAQ", "ARRB1")
2383	GO_FUCOSE_BINDING	0.134998686154655	0.494900764686136	-0.8804881305427	-1.2882971385601	31338	2	FUOM
2384	GO_DNA_RECOMBINASE_MEDIATOR_COMPLEX	0.135132939524412	0.495011118963215	-0.66723599453245	-1.37679857921961	23287	7	c("SFR1", "XRCC3", "RAD51D", "XRCC2")
2385	GO_MICROFIBRIL	0.135265959826422	0.495011118963215	0.72110243539383	1.32023694077024	45353	8	c("MFAP5", "FBN2", "MFAP4", "MFAP2")
2386	GO_RESPONSE_TO_MISFOLDED_PROTEIN	0.1352830040148	0.495011118963215	-0.447017794922068	-1.28123304326591	13747	22	c("SDF2L1", "BAG6", "UFD1", "RNF5", "HDAC6", "RNF126", "DNAJB12", "RNF185", "F12", "STUB1", "TOR1A")
2387	GO_POSITIVE_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS	0.135311057002279	0.495011118963215	0.526668321924202	1.27239930046204	59016	40	c("C3", "ANGPT1", "PPT1", "VTN", "APLN", "FMR1", "MAGI2", "B2M", "BICD1", "DAB2", "SFRP4")
2388	GO_POSITIVE_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY	0.135347773368607	0.495011118963215	-0.571063073060597	-1.34868722477234	19645	11	c("AR", "PARP1", "WBP2", "PAK1", "PPP5C", "UBE2I")
2389	GO_RESPONSE_TO_DEXAMETHASONE	0.135368768681676	0.495011118963215	0.538705458228286	1.27860057446217	57877	35	c("EDN1", "FBXO32", "FIBIN", "ICAM1", "FOXO1", "CBX3", "AQP1", "SERPINF1", "STAR", "RPS6KB1")
2390	GO_ESTROGEN_METABOLIC_PROCESS	0.135433424179769	0.495040332064628	0.598553804401166	1.30422490252091	53121	20	c("PDGFRA", "SULT1E1", "HSD17B11", "CYP1B1", "HSD17B4", "STAR", "HSD17B12", "TIPARP")
2391	GO_MONOCYTE_ACTIVATION	0.135615190923556	0.495259232936921	0.78776489939427	1.30942447831088	41847	5	c("ADAM10", "ADAM9", "CSF1")
2392	GO_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_IN_ABSENCE_OF_LIGAND	0.135624862462306	0.495259232936921	0.561120899911087	1.28965668244341	56083	28	c("IL1B", "UNC5B", "PF4", "SGK3", "SNAI2", "CTNNA1", "IL1A", "RIPK1")
2393	GO_VESICLE_MEDIATED_TRANSPORT_TO_THE_PLASMA_MEMBRANE	0.13566338649474	0.495259232936921	0.476431867209099	1.23250878800822	63967	77	c("PKDCC", "MAPK10", "STEAP2", "VPS26A", "STXBP6", "ANK3", "EXOC6B", "RAB11A", "LRRC1", "KRT18", "COMMD1", "SPTBN1", "RAB34", "RAB31", "WASHC2C", "ARHGAP44", "PREPL", "STX3", "LRRC7", "EXOC6", "KIF13A", "VAMP3", "GOLGA7", "BBS2", "GRASP", "VAMP5", "EXOC1")
2394	GO_PHOSPHATIDYLINOSITOL_5_PHOSPHATE_BINDING	0.135733518131493	0.495308276690362	0.65264908928255	1.31549535285635	49553	13	c("PHLDA3", "PLEKHA5", "SNX5", "SH3PXD2A", "WASHC2C", "SESTD1")
2395	GO_NMDA_SELECTIVE_GLUTAMATE_RECEPTOR_COMPLEX	0.135939257046008	0.495603544173686	0.787542402523846	1.30905464354329	41947	5	c("PTK2B", "NLGN1", "EPS8")
2396	GO_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_BIOSYNTHETIC_PROCESS	0.135952685066918	0.495603544173686	0.663517122532797	1.31691709724853	48961	12	c("THBS1", "HSPB1", "PSEN1", "TLR1", "TLR4")
2397	GO_REGULATION_OF_AMYLOID_FIBRIL_FORMATION	0.135984626303151	0.495603544173686	0.787511376637535	1.30900307224959	41961	5	c("APOE", "PSEN1")
2398	GO_PYRIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	0.136101756373401	0.495823579515441	0.547294143502453	1.28277409280421	57427	32	c("NAMPT", "PTGS2", "PTGIS", "RNLS", "NMRK1", "NNMT")
2399	GO_GLIAL_CELL_APOPTOTIC_PROCESS	0.136213593271844	0.495832654872212	0.633455217443995	1.31117056419214	50920	15	c("CCL2", "PRKCI", "PRKCH", "CASP3", "RB1", "CDK5", "TNFRSF21")
2400	GO_PEPTIDYLTRANSFERASE_ACTIVITY	0.136217762327531	0.495832654872212	-0.879756059576059	-1.28722599983735	31621	2	GGT1
2401	GO_VENTRAL_SPINAL_CORD_INTERNEURON_DIFFERENTIATION	0.136282974693926	0.495863418128338	0.720433032018195	1.31901135752241	45694	8	c("GATA2", "DLL4", "GLI2", "LMO4", "SUFU", "GLI3")
2402	GO_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	0.136384095386915	0.49593336643361	0.476964754880662	1.23269003986608	64237	76	c("FGF7", "SULF1", "SPRY1", "THBS1", "FLRT2", "APLN", "SULF2", "GATA3", "FGF12", "GPC1", "DSTYK", "FRS2", "CCN2", "SETX")
2403	GO_SULFATE_BINDING	0.136451031373365	0.49593336643361	0.853988179303099	1.28071705777989	38677	3	c("CD34", "SMAD4")
2404	GO_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION	0.136472506056135	0.49593336643361	0.521750384683163	1.26850812537303	59941	42	c("ID2", "FOS", "EVI2B", "ROR2", "PF4", "ZFP36L1", "RB1", "TGFB1", "CREB1", "RIPK1", "GNAS")
2405	GO_METANEPHRIC_S_SHAPED_BODY_MORPHOGENESIS	0.136572017125778	0.496088624370392	0.818044610881457	1.29887341938996	40574	4	c("WT1", "PDGFRB", "BMP4")
2406	GO_10_FORMYLTETRAHYDROFOLATE_METABOLIC_PROCESS	0.136739700368463	0.49649128113836	0.787045047307683	1.30822793865335	42194	5	c("ALDH1L2", "ALDH1L1", "MTHFD1L")
2407	GO_REGULATION_OF_EXOSOMAL_SECRETION	0.136827730191188	0.496604508080691	-0.552128510038704	-1.33721993366225	19136	12	SDC1
2408	GO_NEGATIVE_REGULATION_OF_T_CELL_DIFFERENTIATION	0.137127480979652	0.497485744949436	0.549809390865825	1.28264468483467	57585	31	c("ANXA1", "FGL2", "MDK", "SOCS5", "HLX", "TMEM131L", "BMP4", "RC3H2", "LOXL3", "SMAD7", "ZC3H8", "RC3H1", "SOCS1", "GLI3", "CBFB")
2409	GO_DENSE_CORE_GRANULE_TRANSPORT	0.137292282659511	0.497743792296653	-0.638168609230016	-1.36999428055366	22612	8	c("KIF1A", "KIF5A", "KIF1C", "KIF1B", "MAP2", "SYBU")
2410	GO_PSEUDOURIDINE_SYNTHESIS	0.1373217505327	0.497743792296653	-0.498443453814283	-1.31088188919036	16755	16	c("NAF1", "NHP2", "TRUB2", "RPUSD2", "PUSL1", "PUS1", "PUS7", "NOP10", "RPUSD3")
2411	GO_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC	0.137369537915205	0.497743792296653	0.489513812796319	1.24390652823097	63439	63	c("CCL2", "PTGS2", "ROR2", "PTK2B", "P2RX1", "HOMER1", "CDH2", "SERPINE2", "ADORA1", "STXBP1", "GRIK2", "NLGN1", "ADORA2A", "PSEN1", "CNR1", "MEF2C", "CDK5", "RAB3GAP1", "GLUL")
2412	GO_FATZ_BINDING	0.137584230862561	0.498231956378454	0.89449423815621	1.25415470461699	36853	2	c("MYOZ2", "ACTN2")
2413	GO_POSITIVE_REGULATION_OF_COLLAGEN_METABOLIC_PROCESS	0.137618327694736	0.498231956378454	0.597361609096446	1.30162715643083	53978	20	c("VSIR", "ITGA2", "F2R", "PDGFRB", "ENG", "VIM", "CCN2", "BMP4", "TGFB1", "SERPINF2", "TGFB3", "LARP6")
2414	GO_INSULIN_RECEPTOR_COMPLEX	0.13840057956444	0.500121555779673	-0.774164106618119	-1.35182951106524	28082	4	c("IRS1", "SORBS1")
2415	GO_KICSTOR_COMPLEX	0.138530173854898	0.500121555779673	-0.733625676800488	-1.36749992312426	26517	5	c("ITFG2", "C12orf66", "KPTN", "BMT2")
