From	To
uniprot:E9PXV4	Slc27a5
uniprot:Q3TIY4	Psg18
uniprot:O88200	Clec11a
uniprot:Q8C576	2700097O09Rik
uniprot:Q9D658	Ptp4a3
uniprot:Q6L8S8	B4galnt3
uniprot:Q71KU9	Fgl1
uniprot:Q99LL5	Pwp1
uniprot:Q3TU28	Scamp2
uniprot:Q3TRA0	Skil
uniprot:Q61098	Il18r1
uniprot:A2A9R4	Elavl4
uniprot:D3YU18	Asb10
uniprot:G3UVU5	Tbc1d14
uniprot:F6WYM0	Sept2
uniprot:Q4VBD2	Tapt1
uniprot:Q9R1I1	Chst4
uniprot:P61406	Smg6
uniprot:Q3UEG1	Fzd5
uniprot:Q8CCC2	D630039A03Rik
uniprot:Q8BWU5	Osgep
uniprot:Q810J1	Psg22
uniprot:Q3U126	Nr3c1
uniprot:Q0VGM9	Rtel1
uniprot:Q5SYL3	Kiaa0100
uniprot:P47857	Pfkm
uniprot:Q8CH40	Nudt6
uniprot:G3X8Q6	Kifc2
uniprot:Q14BB9	Map6d1
uniprot:P53994	Rab2a
uniprot:Q76KF0	Sema6d
uniprot:P01586	Il3
uniprot:Q9Z1W8	Atp12a
uniprot:F2Z3V4	Ripor2
uniprot:Q9JJX7	Tdp2
uniprot:Q9JKS4	Ldb3
uniprot:Q3UHH4	Trim2
uniprot:Q8K1Z8	Mxd1
uniprot:E9Q2I3	Ppm1m
uniprot:Q8VCS0	Pglyrp2
uniprot:Q8BR65	Suds3
uniprot:P04071	Klk1b16
uniprot:Q810U4	Nrcam
uniprot:E9Q770	Eif4g1
uniprot:Q0GH64	Cldn6
uniprot:Q8BZA7	Gpr26
uniprot:Q3TP31	Csn1s2b
uniprot:Q61468	Msln
uniprot:O35488	Slc27a2
uniprot:D3Z203	Sorbs2
uniprot:Q3UFM6	Ess2
uniprot:D3YZT9	Eef1d
uniprot:D3Z2K0	Ttc3
uniprot:Q208S0	Teddm2
uniprot:Q8C7D2	Crbn
uniprot:A9ZNB6	Fam163a
uniprot:Q05BS7	Slc6a17
uniprot:Q3TBR2	F10
uniprot:Q3TUQ7	Prkaa1
uniprot:Q8R149	Bud13
uniprot:A2A6A2	Hsp90aa1
uniprot:A2A615	B4galnt2
uniprot:A0T1G3	Clec1b
uniprot:Q542D8	Mbnl3
uniprot:D3Z1U7	Tmem233
uniprot:D3Z3S5	Gm4744
uniprot:Q8BSE7	Clasp2
uniprot:Q9JJR8	Tmem9b
uniprot:A6H622	Rasl2-9
uniprot:P59708	Sf3b6
uniprot:Q544H6	Ccne2
uniprot:Q9CPR1	Rwdd4
uniprot:Q3U0J8	Tbc1d2b
uniprot:B1AVU6	Aadacl4fm4
uniprot:Q5U1U6	Ptprr
uniprot:Q32MX8	Dclre1c
uniprot:Q9CZB2	Pmel
uniprot:Q99MB1	Tlr3
uniprot:F6VR84	Poldip3
uniprot:F6YIR2	Cux2
uniprot:Q3UIX4	Srsf11
uniprot:Q61456	Ccna1
uniprot:Q5U428	Irx2
uniprot:Q8VC88	Gca
uniprot:Q8HWH4	Bag6
uniprot:F8VPN4	Agl
uniprot:A2AK40	Slc30a4
uniprot:D6REI9	Samd8
uniprot:Q8BT34	Col6a1
uniprot:Q9QUQ5	Trpc4
uniprot:G3UYT5	Pear1
uniprot:Q8BHK0	Pnma2
uniprot:Q2VPU4	Mlxip
uniprot:P57785	Lefty2
uniprot:B7ZN55	Asah2
uniprot:E9PZQ9	Serpinb6a
uniprot:Q9EPW4	Clec3a
uniprot:Q6V595	Klhl6
uniprot:Q9QZ28	Six6
uniprot:Q91W45	Paip2b
uniprot:Q9EPM5	Sync
uniprot:Q3TN91	Abca3
uniprot:Q8K392	Ddx17
uniprot:Q9D2U3	Dhrs4
uniprot:Q99KJ8	Dctn2
uniprot:O35690	Phox2b
uniprot:Q8BR10	Irak1
uniprot:Q544Z9	Cyb5a
uniprot:Q9R1S3	Pign
uniprot:Q78ZA7	Nap1l4
uniprot:Q8BZR4	Acot8
uniprot:O19454	H2-Q10
uniprot:Q8BYH5	Gbf1
uniprot:P07309	Ttr
uniprot:E0CY69	Tcf19
uniprot:Q14BV7	Acbd6
uniprot:D6RJ32	Mrpl21
uniprot:D3YZS8	Ppargc1a
uniprot:B7ZCB4	Slc16a11
uniprot:A0PJG9	Rbbp6
uniprot:Q3TRS1	A4galt
uniprot:A5A9W5	Gli2
uniprot:Q14BH8	Cacna2d1
uniprot:D3YUF7	Lmna
uniprot:D3YVK2	Gmppa
uniprot:Q9D6B9	Hrct1
uniprot:D3Z5I3	Zc3h7a
uniprot:F2Z4A7	Nup188
uniprot:Q8CBA2	Slfn5
uniprot:Q9JJB1	Tmem191c
uniprot:Q8C1K0	Ttll10
uniprot:P56873	Znrd2
uniprot:Q8C084	Snx22
uniprot:Q9Z1L3	Dedd
uniprot:Q69ZS5	Epn2
uniprot:B1AVI2	Stx17
uniprot:Q9D8G5	Reg4
uniprot:Q6RFH4	Gcsam
uniprot:O35144	Terf2
uniprot:P62702	Rps4x
uniprot:A2A401	Wt1
uniprot:Q8R4R6	Nup35
uniprot:D3YYF3	Aldh2
uniprot:A2A7R6	Hpca
uniprot:O89055	Myh9
uniprot:Q52KE1	Thap3
uniprot:Q9R0X2	Adamdec1
uniprot:D3Z2A7	Sema3a
uniprot:Q3TYA6	Mphosph8
uniprot:P12246	Apcs
uniprot:Q7M747	Scgb2b24
uniprot:Q921J2	Rheb
uniprot:D3YUB6	Btbd8
uniprot:Q8BTH7	Isl1
uniprot:P43027	Gdf5
uniprot:D6RI77	Mtus2
uniprot:A2RSF1	Commd1
uniprot:E0CXY0	Fndc3a
uniprot:Q8BFX0	Polr2k
uniprot:Q9Z0J4	Nos1
uniprot:Q3TBB9	Tnfaip3
uniprot:Q8CFR9	Map1b
uniprot:Q80Y17	Llgl1
uniprot:Q8K4C4	Il17d
uniprot:Q9DAM4	Csl
uniprot:Q99LP6	Grpel1
uniprot:E9PXW3	Ttc14
uniprot:Q8BGM7	Prkag3
uniprot:A2AJY6	Col15a1
uniprot:Q8C5M9	Bin1
uniprot:Q5RKT9	Mgat3
uniprot:Q9D2C7	Tmbim6
uniprot:D3Z2E4	Hk3
uniprot:A0JLM6	Smc1a
uniprot:Q91X49	Mall
uniprot:D6RHS3	Tbc1d14
uniprot:Q3UQ76	Wfdc1
uniprot:Q64131	Runx3
uniprot:Q62393	Tpd52
uniprot:G3UYS4	Ciao1
uniprot:O08972	Ddah2
uniprot:G3UZC0	Dap3
uniprot:Q8C9C1	Fmo1
uniprot:Q3TB81	Skil
uniprot:P09922	Mx1
uniprot:P56384	Atp5mc3
uniprot:P63042	Stmn4
uniprot:E9PZ88	Man2c1
uniprot:D3Z076	Rin3
uniprot:E9Q8B6	Gm4788
uniprot:Q8BGP5	Tmem127
uniprot:E9QLQ7	Rab29
uniprot:Q9D924	Isca1
uniprot:Q5FWI2	Sctr
uniprot:Q8VDH1	Fbxo21
uniprot:Q8BGF8	Slc35d3
uniprot:Q9D5J6	Shpk
uniprot:C5IAW8	Unc5d
uniprot:Q9D4H4	Amotl1
uniprot:E9QP62	Lims1
uniprot:D6RI28	Cnpy3
uniprot:Q64727	Vcl
uniprot:D3YWU6	Cryz
uniprot:Q99MD9	Nasp
uniprot:A3KGG1	Disp2
uniprot:Q61792	Lasp1
uniprot:Q4FK86	Pglyrp1
uniprot:Q9DCS1	Tmem176a
uniprot:F8WIN6	Phc3
uniprot:D6RGN0	Fbxl8
uniprot:Q4KL26	Cacng1
uniprot:Q8CFE6	Slc38a2
uniprot:Q3UZV9	Map3k4
uniprot:D3YVF7	Osbpl3
uniprot:P40935	Pnmt
uniprot:D6RFQ5	Pdrg1
uniprot:E9PX52	Asap2
uniprot:D3Z0B3	Acacb
uniprot:G3UZH0	Magohb
uniprot:Q3U1J7	Adam8
uniprot:Q3YE99	Rsph1
uniprot:B1AVU1	Prkx
uniprot:Q91V83	Tti1
uniprot:O88735	Map7
uniprot:Q3TEW6	Mpzl1
uniprot:O89051	Itm2b
uniprot:Q7TQI7	Abtb2
uniprot:Q9CR52	4933400A11Rik
uniprot:Q5EBG6	Hspb6
uniprot:Q5SWU9	Acaca
uniprot:Q9DB50	Ap1s2
uniprot:P28705	Rxrg
uniprot:Q80WY3	Nanos1
uniprot:Q6PAK3	Prmt8
uniprot:Q5SUF2	Luc7l3
uniprot:Q8CDK8	Prom1
uniprot:E9PXC5	Cmtm1
uniprot:B1AVL8	Ccl1
uniprot:C0KTP6	Kcnt1
uniprot:Q3UFE4	Galnt1
uniprot:A2AKB3	Frmpd1
uniprot:Q6PGG6	Gnl3l
uniprot:Q9D168	Ints12
uniprot:Q8BQM9	Med12l
uniprot:Q61327	Slc6a3
uniprot:Q9Z1R4	D17h6s53e
uniprot:G3UZB6	Filip1
uniprot:Q3TAG5	Ablim1
uniprot:Q6ZQ38	Cand1
uniprot:A2AAN5	Exoc7
uniprot:Q9D483	Polr3c
uniprot:Q8BWW3	Pgm3
uniprot:Q60949	Tbc1d1
uniprot:G3UZ29	Lats2
uniprot:E9Q548	Gm20518
uniprot:Q8BZK2	Sidt1
uniprot:D3YWG9	Wdfy1
uniprot:Q3UAV3	Zfp236
uniprot:O88561	Slc27a3
uniprot:Q91YP0	L2hgdh
uniprot:Q8CI61	Bag4
uniprot:Q8C493	Apc
uniprot:B7ZN48	Stxbp5l
uniprot:Q8BVQ0	Wdr61
uniprot:Q8R1B5	Cplx3
uniprot:B2RVS3	Trp53i13
uniprot:B1AWF2	Spaca1
uniprot:D3Z2S2	Arap1
uniprot:Q3UTB7	Foxr1
uniprot:Q8BZW4	Zfp120
uniprot:P57774	Npy
uniprot:E9PVC6	Eif4g1
uniprot:Q80WW5	Arvcf
uniprot:Q8BGA3	Lrrtm2
uniprot:Q9D7D6	Arhgef12
uniprot:P63002	Tle5
uniprot:Q9JLM6	Dclk1
uniprot:B2RX81	Bicral
uniprot:E9PUL8	Fam178b
uniprot:Q6R6I7	Rxfp1
uniprot:Q6IMB1	Rasl11a
uniprot:Q9D3U9	Olfr701
uniprot:Q9D9E0	Slc22a17
uniprot:A2AS89	Agmat
uniprot:Q05DM6	Tmed1
uniprot:Q9D9N2	Cldn34b2
uniprot:Q4KL41	Tomm20
uniprot:B2RUD7	Psap
uniprot:Q8BMJ9	Pigh
uniprot:Q3UNH9	Tarbp2
uniprot:G3UWQ1	Ppp2r2d
uniprot:Q64291	Krt12
uniprot:E9Q9F5	Sept7
uniprot:Q7TNP2	Ppp2r1b
uniprot:Q9D3F3	Mrpl1
uniprot:O08884	Krtap6-2
uniprot:A2AJY4	Col15a1
uniprot:O35367	Kera
uniprot:Q91YR7	Prpf6
uniprot:Q3UHK8	Tnrc6a
uniprot:Q64249	Nr6a1
uniprot:O35551	Rabep1
uniprot:Q9R0B7	Znf346
uniprot:Q9D1Z3	Atpsckmt
uniprot:Q9R0Q8	Clec4e
uniprot:O88207	Col5a1
uniprot:D3Z724	Gm5965
uniprot:Q3US56	9430053O09Rik
uniprot:Q9ES17	Il21
uniprot:A2A697	Slc25a39
uniprot:Q9ESB3	Hrg
uniprot:P50289	Acrv1
uniprot:B0R0F0	Ckmt1
uniprot:P35492	Hal
uniprot:P63250	Kcnj3
uniprot:A2A5D3	Stat5a
uniprot:Q3UVR5	Dubr
uniprot:Q9CQN2	Rwdd3
uniprot:D3YZD2	Igsf9
uniprot:Q8CFW6	Ppp1r16a
uniprot:F8WJ99	Mfap5
uniprot:O55234	Psmb5
uniprot:D3Z3I4	Havcr2
uniprot:E9PXU1	Ints6l
uniprot:Q9CQC0	Tpbpb
uniprot:O35114	Scarb2
uniprot:D3Z190	Sgsm3
uniprot:G3X8R9	Tmigd3
uniprot:A2RSV5	Isl1
uniprot:Q8C8P2	Epb41l1
uniprot:Q1XD56	Musk
uniprot:Q7TNL5	Ppp2r5d
uniprot:Q05AH6	Spindoc
uniprot:Q8BNM3	Pcid2
uniprot:E9PZC6	Wiz
uniprot:P21570	Ang
uniprot:Q8CDC1	Klhl22
uniprot:Q91XL1	Lrg1
uniprot:A3RLD5	Crygc
uniprot:Q80YD0	Chd6
uniprot:A2A6T9	Arf2
uniprot:Q8BMH2	Rnpep
uniprot:E0CZ10	Alg9
uniprot:Q9DBC0	Selenoo
uniprot:Q8BZ20	Parp12
uniprot:A2A762	Nfyc
uniprot:Q9EQW9	iba1
uniprot:Q32P16	Wdr13
uniprot:D3YY43	Sorbs2
uniprot:B1B1D7	Mrpl2
uniprot:F8VPZ5	Ercc6
uniprot:Q8R3Y0	H2-D1
uniprot:Q9D950	mCG_10680
uniprot:Q9DAY8	Prl7d1
uniprot:Q9JK24	Ppp2r3c
uniprot:E9PV13	Eps8l1
uniprot:Q9D662	Sec23b
uniprot:E9Q8X4	Atp8a2
uniprot:Q3V2I1	Aqp12
uniprot:Q3UST0	Col11a1
uniprot:Q5GAM8	Rnase12
uniprot:F8VPU9	Prp2
uniprot:E9QMU3	Map7
uniprot:D3Z0F5	Cops6
uniprot:Q9ER41	Tor1b
uniprot:E9PWM7	Gnb2
uniprot:E9QNP6	Klf1
uniprot:Q8BKH7	Mapkap1
uniprot:E9PZ30	Ugt2b34
uniprot:Q80YX0	Tnc
uniprot:D6RFV4	Sec11c
uniprot:E9QMC1	Cgn
uniprot:Q8BW93	C5ar2
uniprot:Q91Y44	Brdt
uniprot:Q6PHS9	Cacna2d2
uniprot:Q6P9N1	Fam126a
uniprot:B1AXD8	Akirin2
uniprot:Q5HZH8	Mad2l1
uniprot:Q3T9J9	Abtb2
uniprot:Q3UQ36	D930028M14Rik
uniprot:O54949	Nlk
uniprot:Q6PE87	Cfap206
uniprot:Q61768	Kif5b
uniprot:Q62513	Znf260
uniprot:P16546	Sptan1
uniprot:Q9DAR1	Cmtm2a
uniprot:E9Q682	Ift140
uniprot:Q9DBU0	Tm9sf1
uniprot:Q8K007	Sulf1
uniprot:B2FDG7	Mrps5
uniprot:A2A6A1	Gpatch8
uniprot:Q3UI20	Hsd3b1
uniprot:F8WI26	Tent4b
uniprot:Q9WUI0	Mixl1
uniprot:E0CYE1	Glb1l2
uniprot:Q5F2B2	Sox15
uniprot:Q3UVR3	Ttbk2
uniprot:Q8CD10	Micu2
uniprot:Q9CQB7	Lyrm1
uniprot:Q9Z307	Kcnj16
uniprot:D3Z5F2	BC048403
uniprot:Q6NXN0	Urgcp
uniprot:A2A9S7	Agbl4
uniprot:D3Z200	Crebl2
uniprot:Q3V1H3	Hephl1
uniprot:Q5DU02	Usp22
uniprot:Q5RJH6	Smg7
uniprot:Q4KL52	Zfyve19
uniprot:Q8R432	Gpld1
uniprot:Q5F4S6	Trpm3
uniprot:Q0VES5	Htr1b
uniprot:B1AUF8	Pik3r3
uniprot:Q3UFY8	Trmt10c
uniprot:Q9JLF6	Tgm1
uniprot:E9Q0I0	Neu2
uniprot:Q6GQV6	Nbas
uniprot:B1AUE8	Morn1
uniprot:Q9CQQ0	Smim8
uniprot:Q543X5	Cnot7
uniprot:A2AHX8	Bcl2l1
uniprot:Q9D7Y1	Lrrc28
uniprot:Q3TXH6	Smarcd2
uniprot:Q3UY51	Lrrc55
uniprot:Q9CX62	Inka1
uniprot:D3Z1H5	Cd209f
uniprot:Q8C0D0	Trub1
uniprot:P59648	Fxyd7
uniprot:E9Q668	Sema3a
uniprot:Q8VI24	Satb2
uniprot:F6QGX7	Dolpp1
uniprot:D3Z5Y3	Mospd3
uniprot:B1ATS8	Grb10
uniprot:A7MCW6	Brd1
uniprot:F7B2G8	Dnttip1
uniprot:P56564	Slc1a3
uniprot:Q8VCE1	Dnajc28
uniprot:D3Z3A7	Lrp11
uniprot:F8WH10	Vegfa
uniprot:Q9QYH9	Tnfsf14
uniprot:Q3U535	Cdc25b
uniprot:Q9D9N5	Cib4
uniprot:Q8BPW0	Iqcj
uniprot:Q8BLH5	Prss50
uniprot:G5E8C2	Kbtbd7
uniprot:Q9D443	4933415A04Rik
uniprot:G3X8W2	Retnla
uniprot:Q9D251	Zfp142
uniprot:P59096	Stard6
uniprot:A2ABY2	Npb
uniprot:Q5SX19	Pigl
uniprot:Q8BK06	Fbxo9
uniprot:A2A5D4	Stat5a
uniprot:Q1MX40	Prkcd
uniprot:Q3UG18	Mbd4
uniprot:Q05AH3	Tlr5
uniprot:D3YY69	Trim2
uniprot:F6W6Z0	Ltbp4
uniprot:Q6PDF2	Ptger3
uniprot:E9Q027	Cnot2
uniprot:Q80YW5	Bspry
uniprot:Q80VF3	Prdm2
uniprot:Q8R3V6	Cuedc1
uniprot:Q80X22	Cabin1
uniprot:Q9CTQ3	Aipl1
uniprot:Q9CR88	Mrps14
uniprot:Q9D513	Meiob
uniprot:Q8R2K5	Mrps33
uniprot:E9Q504	Uty
uniprot:D3YU81	Rfx8
uniprot:F6X493	Upk3bl
uniprot:Q3TUV9	Ube2a
uniprot:Q9DAN0	Iqcm
uniprot:D3Z5P2	Kcnu1
uniprot:G3UZY0	Adam32
uniprot:Q05BH2	Tspan5
uniprot:Q61070	Ei24
uniprot:Q8BWB1	Synpo2l
uniprot:D3Z461	Stau2
uniprot:Q9R1P0	Psma4
uniprot:B8JJF3	Mtmr2
uniprot:Q6PFX6	Cdh24
uniprot:F6RDS0	Ubr3
uniprot:Q6NWW9	Fndc3b
uniprot:Q9Z1J2	Nek4
uniprot:E9PXC3	Cyp2c69
uniprot:Q8C456	Wdpcp
uniprot:P63054	Pcp4
uniprot:Q640M1	Utp14a
uniprot:Q8BRN4	Dclk1
uniprot:Q8R205	Zc3h10
uniprot:Q923A8	Map3k7
uniprot:Q99N95	Mrpl3
uniprot:Q8BXD8	Tbc1d16
uniprot:E0CX85	Vps51
uniprot:Q8R472	Higd1a
uniprot:D6RG53	Eif6
uniprot:D3Z3G6	Mapk3
uniprot:Q9D4T2	Daw1
uniprot:E9Q4B5	Ccdc58
uniprot:Q3UZW5	Me3
uniprot:Q91W69	Epn3
uniprot:Q571C7	Bdp1
uniprot:B2FDG6	Fcnb
uniprot:Q99PQ2	Trim11
uniprot:Q8VC98	Plekha4
uniprot:Q9JIZ5	Tfap4
uniprot:P09240	Cck
uniprot:E9PWD8	Glg1
uniprot:P70459	Erf
uniprot:Q76MZ3	Ppp2r1a
uniprot:O88452	Stc2
uniprot:E0CX38	Ttc39b
uniprot:D3YYK2	Defb30
uniprot:Q3UQH0	Pitx1
uniprot:F8VQE8	Osbpl9
uniprot:Q811D1	Cln3
uniprot:Q3UHW6	Ap1g2
uniprot:Q9CQI7	Snrpb2
uniprot:Q99J94	Slco1a6
uniprot:Q9D0E1	Hnrnpm
uniprot:Q8BQ95	Ttc13
uniprot:Q5HZK4	Ccng2
uniprot:P61080	Ube2d1
uniprot:P19001	Krt19
uniprot:G3UW47	Kif1a
uniprot:D6RFV7	Hyal1
uniprot:A7TZF3	Skint4
uniprot:Q6P549	Inppl1
uniprot:Q9D7V1	Sh2d4a
uniprot:Q6PFX1	Fam172a
uniprot:Q8BMQ8	Mon1b
uniprot:Q80X85	Mrps7
uniprot:Q545U2	Timm17a
uniprot:Q8BLJ3	Plcxd3
uniprot:Q8C7V6	Abcc1
uniprot:Q7TT52	Ppp1r14d
uniprot:Q9D3T1	4933436I01Rik
uniprot:Q8CAE3	Kcnmb1
uniprot:Q6NXM5	Brip1os
uniprot:Q60963	Pla2g7
uniprot:E9QMA6	Traf5
uniprot:G5E861	Sclt1
uniprot:E9PV03	Nbeal1
uniprot:Q9DCD0	Pgd
uniprot:Q8C6V3	Tmem212
uniprot:Q9CQ69	Uqcrq
uniprot:B2KGA7	Zbtb8os
uniprot:O55101	Syngr2
uniprot:Q91UZ6	D17H6S56E-5
uniprot:Q9CVW1	1700010I14Rik
uniprot:A2A7H1	Fbxo6
uniprot:P30115	Gsta3
uniprot:P28231	Gjb3
uniprot:Q8K310	Matr3
uniprot:B2RY90	Isoc2a
uniprot:D3YZE2	Mcoln3
uniprot:O35047	Psmc3ip
uniprot:P51175	Ppox
uniprot:D3Z4B5	Fam210a
uniprot:Q8JZL1	Il17rd
uniprot:Q61151	Ppp2r5e
uniprot:F7A5Y7	6720489N17Rik
uniprot:Q8BNN1	Spata2l
uniprot:Q99L56	Pdgfa
uniprot:Q0PD66	Rab1b
uniprot:Q8R238	Sdsl
uniprot:Q9D826	Pipox
uniprot:O88451	Rdh7
uniprot:Q8BH51	Cox14
uniprot:Q7TQG7	Adam11
uniprot:O08811	Ercc2
uniprot:Q9DB01	Pcbp4
uniprot:B1AU74	Mospd2
uniprot:D3YVB5	Zfp788
uniprot:G3X941	9130019O22Rik
uniprot:Q9DBA9	Gtf2h1
uniprot:P30658	Cbx2
uniprot:P16381	D1Pas1
uniprot:Q9DC69	Ndufa9
uniprot:P18608	Hmgn1
uniprot:Q8BQR8	Eif4g3
uniprot:Q14DR9	Ero1lb
uniprot:E0CX96	Zeb1
uniprot:Q5SVI0	Camk2b
uniprot:Q69Z28	Adamts16
uniprot:Q02526	Zfp41
uniprot:Q8R0K9	E2f4
uniprot:Q78RX3	Smim12
uniprot:Q8K4J2	Ebf4
uniprot:Q9QZ11	Exo1
uniprot:A2ADU8	Dgat2l6
uniprot:Q99KG3	Rbm10
uniprot:Q5ND36	Serpinf2
uniprot:G3UZZ5	Flot1
uniprot:Q8C7X8	Bri3
uniprot:Q9D263	Spint4
uniprot:Q8R0Z2	Enox2
uniprot:Q8C190	Vps9d1
uniprot:Q91WG5	Prkag2
uniprot:Q9QY01	Ulk2
uniprot:P35922	Fmr1
uniprot:Q8C5W4	Morc2b
uniprot:P63101	Ywhaz
uniprot:Q549T4	Cradd
uniprot:Q91XU3	Pip4k2c
uniprot:P70695	Fbp2
uniprot:Q8C683	Odaph
uniprot:A2A4X9	Zpbp2
uniprot:B1AUB6	Nfia
uniprot:Q711T1	Dhcr7
uniprot:Q8VDM1	Zgpat
uniprot:Q8BR76	Tmem67
uniprot:Q60898	Sla
uniprot:A0AUM9	Eif2b3
uniprot:Q9DA39	Tmbim4
uniprot:Q9R200	Itgal
uniprot:E9PZC4	Blvrb
uniprot:Q8BTD9	Dtna
uniprot:Q6IRU5	Cltb
uniprot:P46684	Zic1
uniprot:A0JP41	Cd55b
uniprot:B1AZS9	Prdx4
uniprot:Q3TE80	2410002F23Rik
uniprot:E9Q842	Nav2
uniprot:Q9CRG1	Tm7sf3
uniprot:B2RTJ2	Kctd21
uniprot:F6RYE9	Svs5
uniprot:E0CY02	Abcg4
uniprot:A2AT70	Ttn
uniprot:Q8BJ48	Nagpa
uniprot:D3Z631	Izumo1r
uniprot:O35326	Srsf5
uniprot:D3Z6U4	Mbp
uniprot:Q8BZW2	Sowahb
uniprot:Q3V3G5	Kynu
uniprot:F8WIM7	Erp29
uniprot:A2AWE9	Ptpa
uniprot:Q9D4E0	D7Ertd443e
uniprot:Q8BVG8	Nat14
uniprot:Q8JZX3	Poc1a
uniprot:Q8BYR2	Lats1
uniprot:D3YZ13	Myo10
uniprot:A0PCF8	Vash1
uniprot:Q7TSG3	Fbxo5
uniprot:Q8BS40	Cptp
uniprot:Q8BM07	Spock1
uniprot:Q91ZU6	Dst
uniprot:Q5NC84	Zpbp
uniprot:Q78YY6	Dnajc15
uniprot:Q60997	Dmbt1
uniprot:Q3TNY7	Grem1
uniprot:Q3UQ13	Tnfsf10
uniprot:P97817	Cdr2
uniprot:Q8C400	Ppp6r2
uniprot:A1L2Z0	Smc1b
uniprot:Q3UZE8	Dgcr2
uniprot:E0CY94	Zfp346
uniprot:Q9JJC0	Slc16a11
uniprot:Q9R0N8	Syt6
uniprot:Q9D3H2	Obp1a
uniprot:P61358	Rpl27
uniprot:Q6PDS5	Pde1b
uniprot:Q3V2D2	Gm94
uniprot:Q80TL4	Phf24
uniprot:Q9CQ28	Dph6
uniprot:Q4VAH9	Ldlrad4
uniprot:Q3UNC9	Cks1brt
uniprot:Q3U6T3	Pgs1
uniprot:B2RR53	Cep57l1
uniprot:Q8BLI0	Adamtsl1
uniprot:Q3V2H2	Gm15401
uniprot:Q3TB79	Capn1
uniprot:P51908	Apobec1
uniprot:Q80ZV5	Ino80b
uniprot:Q5G865	Defa24
uniprot:A2ANN9	1110017D15Rik
uniprot:A2A5W8	Kcnj16
uniprot:D3Z2B3	Acad12
uniprot:Q8C6N9	Gpr45
uniprot:Q542S1	Lmo4
uniprot:Q4JG03	Huwe1
uniprot:Q545U0	G0s2
uniprot:Q9JHU9	Isyna1
uniprot:Q80UF1	Tcf7
uniprot:Q3U6P5	Hnrnpc
uniprot:Q09163	Dlk1
uniprot:Q61699	Hsph1
uniprot:Q8BR75	Rsrc1
uniprot:E9Q2A0	Efemp2
uniprot:O70548	Tcap
uniprot:P09602	Hmgn2
uniprot:Q9WTR1	Trpv2
uniprot:Q3UQ14	Zfp275
uniprot:Q8BSY3	Tbx4
uniprot:Q8BH69	Sephs1
uniprot:P35455	Avp
uniprot:P35292	Rab17
uniprot:Q8C0M6	Vmn2r7
uniprot:Q62168	Krt32
uniprot:Q2M2M8	P4htm
uniprot:Q7TQD1	Tnfaip3
uniprot:Q0VGS0	Fbxo16
uniprot:Q3U5G1	Itk
uniprot:Q8BNK1	B230354K17Rik
uniprot:Q7TSJ7	Mapk8
uniprot:Q62225	Cish
uniprot:Q5CZX6	Acbd5
uniprot:Q9QY83	Actl7b
uniprot:B8JJN0	Gm20547
uniprot:D3Z6Z3	Foxn2
uniprot:Q9D736	Afg3l2
uniprot:Q9D898	Arpc5l
uniprot:P47931	Fst
uniprot:Q8BH06	Il17re
uniprot:P19157	Gstp1
uniprot:E9Q210	Ptpn4
uniprot:Q2V056	Chchd10
uniprot:Q8JZQ5	Aoc1
uniprot:Q91XZ6	Pcdhb4
uniprot:Q9WVE4	Hrc
uniprot:D6RDQ9	Mphosph9
uniprot:Q3TM20	Gnb1l
uniprot:Q80TM2	Tln1
uniprot:Q8R409	Hexim1
uniprot:G3UXA8	Calu
uniprot:Q9CWT2	Bex4
uniprot:Q925T6	Grip1
uniprot:F7BGL3	Tulp1
uniprot:Q8BPA8	Dpcd
uniprot:Q5SUF9	Cacna1g
uniprot:P05622	Pdgfrb
uniprot:D3Z6C1	Lrrc8d
uniprot:A2AR99	Calcrl
uniprot:Q5GMH1	Slc35c2
uniprot:Q3TRE5	Cntn5
uniprot:O35929	Rem1
uniprot:Q3UFE8	Psap
uniprot:A2AB83	Trim11
uniprot:A2AHW8	Garnl3
uniprot:Q8C0T0	Xkr8
uniprot:Q80WV3	Chst2
uniprot:E9Q7J4	Rcbtb2
uniprot:D6RG86	Trmt1
uniprot:Q80UE6	Wnk4
uniprot:Q9DD23	Lypd2
uniprot:B1AXR5	Plin2
uniprot:E0CXN2	Spink10
uniprot:Q2XU92	Acsbg2
uniprot:Q8C208	Ikzf4
uniprot:Q3UQ44	Iqgap2
uniprot:Q504M2	Pdp2
uniprot:E9Q9B0	Kif1c
uniprot:B2RS43	D17H6S53E
uniprot:Q07174	Map3k8
uniprot:Q3TTL7	Clip4
uniprot:Q3UMF6	Cux1
uniprot:E0CY63	Cldnd1
uniprot:Q925F2	Esam
uniprot:Q9WTI7	Myo1c
uniprot:P97772	Grm1
uniprot:Q9D219	Bcl9
uniprot:A2A649	Wnt3
uniprot:Q501K2	Kbtbd7
uniprot:Q3TSF0	Cpeb4
uniprot:F2Z462	Stac
uniprot:Q8BGI9	Rad9b
uniprot:Q7TN31	Aggf1
uniprot:Q8K4Z3	Naxe
uniprot:Q3V028	Cyld
uniprot:Q3TRA8	Sec16a
uniprot:Q8BJG4	Mob3c
uniprot:D3YUS2	6430548M08Rik
uniprot:Q05117	Acp5
uniprot:Q3UMG6	Nme7
uniprot:O88843	Cradd
uniprot:Q6PGF7	Exoc8
uniprot:Q571A9	Spock3
uniprot:Q7TT15	Galnt17
