From	To
D3Z5H4	ENSMUSG00000036892
O88559	ENSMUSG00000024947
O88559	ENSMUSG00000106695
D3Z0J1	ENSMUSG00000058794
Q3U0X6	ENSMUSG00000052056
Q8R2R1	ENSMUSG00000039254
Q8BZT5	ENSMUSG00000049799
P11928	ENSMUSG00000052776
Q5SUZ8	ENSMUSG00000026009
D3Z1Q6	ENSMUSG00000041375
D3YUW3	ENSMUSG00000000884
Q9DBC7	ENSMUSG00000020612
Q9WTW2	ENSMUSG00000035165
A2AQJ6	ENSMUSG00000033808
G3X9E5	ENSMUSG00000022206
Q9QZ88	ENSMUSG00000029462
Q6YGZ1	ENSMUSG00000035273
Q8BKQ3	ENSMUSG00000056222
Q8C788	ENSMUSG00000042364
D6RCG0	ENSMUSG00000070000
Q9D0R8	ENSMUSG00000020922
Q3UZZ6	ENSMUSG00000029273
A2A5S3	ENSMUSG00000039536
P15975	ENSMUSG00000039701
Q91WD3	ENSMUSG00000022756
Q8BLP0	ENSMUSG00000027534
Q9JIZ9	ENSMUSG00000019461
Q9CZL2	ENSMUSG00000050549
O88685	ENSMUSG00000002102
Q8BU47	ENSMUSG00000055789
P09405	ENSMUSG00000026234
D6RH36	ENSMUSG00000026240
O35099	ENSMUSG00000071369
B0QZJ3	ENSMUSG00000018750
A2APN2	ENSMUSG00000026839
E9PX63	ENSMUSG00000079507
Q499E5	ENSMUSG00000038143
P35991	ENSMUSG00000031264
E0CZ38	ENSMUSG00000107705
G3X9V8	ENSMUSG00000044594
A2CG24	ENSMUSG00000057246
Q923D5	ENSMUSG00000030216
Q7TN02	ENSMUSG00000045248
Q8BGH4	ENSMUSG00000052852
B1AT03	ENSMUSG00000020697
Q3TKR3	ENSMUSG00000034690
Q9D835	ENSMUSG00000027900
Q9CRB4	ENSMUSG00000052075
Q3U1Z5	ENSMUSG00000034786
D3YZC7	ENSMUSG00000003778
D3Z2Y0	ENSMUSG00000052384
Q80ZX8	ENSMUSG00000037617
Q9D820	ENSMUSG00000032673
Q6TYB5	ENSMUSG00000056121
Q7TSK3	ENSMUSG00000036422
D3YUE6	ENSMUSG00000022487
D6RFP2	ENSMUSG00000030924
P24472	ENSMUSG00000032348
Q3V096	ENSMUSG00000041343
O54827	ENSMUSG00000025324
Q78Y73	ENSMUSG00000038883
E0CXY6	ENSMUSG00000004500
Q9CPX3	ENSMUSG00000024233
Q8CF98	ENSMUSG00000038591
Q99K51	ENSMUSG00000016382
E0CYM9	ENSMUSG00000038240
Q7TT36	ENSMUSG00000029090
Q9Z1T5	ENSMUSG00000058886
Q1AN91	ENSMUSG00000078783
Q9DCI3	ENSMUSG00000003062
G3UXQ1	ENSMUSG00000007564
Q9CZ62	ENSMUSG00000022604
Q9CQ58	ENSMUSG00000006490
A2ASB1	ENSMUSG00000001999
Q8R3A5	ENSMUSG00000054509
E0CXU7	ENSMUSG00000056938
F6YYD3	ENSMUSG00000024483
Q14BN8	ENSMUSG00000032417
Q8BH53	ENSMUSG00000040473
A2A5F7	ENSMUSG00000035355
A2A6P6	ENSMUSG00000041623
Q8CG72	ENSMUSG00000042558
Q8BND4	ENSMUSG00000035967
A7TZG3	ENSMUSG00000049972
Q8BML2	ENSMUSG00000046610
Q8BNJ2	ENSMUSG00000006403
Q6UJB9	ENSMUSG00000040576
Q91W20	ENSMUSG00000026961
Q91X72	ENSMUSG00000030895
A2AKB4	ENSMUSG00000035615
F6ZAX1	ENSMUSG00000022283
A2ALI5	ENSMUSG00000039546
Q9D2L9	ENSMUSG00000024691
D3YY05	ENSMUSG00000054708
P11714	ENSMUSG00000068086
E0CXF8	ENSMUSG00000090164
D3YXM8	ENSMUSG00000040390
E9Q3D3	ENSMUSG00000001827
P10922	ENSMUSG00000096210
G5E899	ENSMUSG00000037411
F8WI95	ENSMUSG00000004996
A2A5Z6	ENSMUSG00000018363
D3Z4C2	ENSMUSG00000022044
E9PVA8	ENSMUSG00000041638
Q60953	ENSMUSG00000036986
Q9CWY4	ENSMUSG00000044709
Q6Y4S4	ENSMUSG00000116158
Q6Y4S4	ENSMUSG00000115958
Q1PSW8	ENSMUSG00000079259
Q9CR00	ENSMUSG00000029440
Q61727	ENSMUSG00000032089
Q3UDW8	ENSMUSG00000037260
P81067	ENSMUSG00000031734
G5E813	ENSMUSG00000001815
P42682	ENSMUSG00000054892
Q91WT9	ENSMUSG00000024039
B1AT32	ENSMUSG00000040865
E9PVP1	ENSMUSG00000019866
Q8BGY4	ENSMUSG00000055707
Q8VC56	ENSMUSG00000090083
E9Q7X0	ENSMUSG00000058440
Q923U0	ENSMUSG00000020541
Q6LC96	ENSMUSG00000015846
P48722	ENSMUSG00000025757
P48722	ENSMUSG00000115951
D3Z2M8	ENSMUSG00000055553
Q8VEI3	ENSMUSG00000036091
D3Z0Y8	ENSMUSG00000021203
A2AC80	ENSMUSG00000057457
D3YZZ4	ENSMUSG00000029723
D3Z3S7	ENSMUSG00000031442
G3UW75	ENSMUSG00000028986
E9Q0U7	ENSMUSG00000029657
Q08642	ENSMUSG00000028927
Q8CFI0	ENSMUSG00000024589
Q9Z180	ENSMUSG00000024548
D3Z6E3	ENSMUSG00000056643
A2BFA9	ENSMUSG00000017801
Q9WTJ8	ENSMUSG00000038246
Q9DCD5	ENSMUSG00000012296
Q8VE43	ENSMUSG00000039208
O54689	ENSMUSG00000040899
Q60677	ENSMUSG00000005947
Q9JKX4	ENSMUSG00000018697
Q9WUZ5	ENSMUSG00000026418
Q925B0	ENSMUSG00000035873
Q8BH79	ENSMUSG00000037949
D3Z3J3	ENSMUSG00000060538
E0CXH2	ENSMUSG00000021666
E9Q800	ENSMUSG00000052337
G3UX13	ENSMUSG00000032422
A2AHA2	ENSMUSG00000047045
Q80Z24	ENSMUSG00000040037
Q2VPA6	ENSMUSG00000035266
Q8CB82	ENSMUSG00000069793
Q80X91	ENSMUSG00000050105
E0CXA2	ENSMUSG00000110430
E0CXA2	ENSMUSG00000031876
Q3UTF4	ENSMUSG00000068962
A2BI12	ENSMUSG00000028484
P27641	ENSMUSG00000026187
P54830	ENSMUSG00000030854
D3YY12	ENSMUSG00000027993
Q8VDV3	ENSMUSG00000024663
Q8K0E3	ENSMUSG00000030769
Q9D7L5	ENSMUSG00000028396
Q8BU03	ENSMUSG00000032834
E9Q3Y7	ENSMUSG00000036377
Q9D8T4	ENSMUSG00000014177
E9Q8K6	ENSMUSG00000018501
Q80UM5	ENSMUSG00000022454
Q8CCS2	ENSMUSG00000079157
Q9CQU5	ENSMUSG00000019923
Q8BGC4	ENSMUSG00000049090
Q3UPL3	ENSMUSG00000024958
P97287	ENSMUSG00000038612
Q9D6X6	ENSMUSG00000039405
Q8BW86	ENSMUSG00000054901
E9QK62	ENSMUSG00000026259
P42580	ENSMUSG00000048528
Q9CY65	ENSMUSG00000096968
Q9CXI0	ENSMUSG00000041733
F8VQ45	ENSMUSG00000019734
E9PWA3	ENSMUSG00000022791
Q6NS65	ENSMUSG00000052229
Q5RJI4	ENSMUSG00000024247
Q5SPX8	ENSMUSG00000034412
O35464	ENSMUSG00000019647
Q9CQN3	ENSMUSG00000033475
E9Q9F6	ENSMUSG00000040828
A2AWI7	ENSMUSG00000026860
P32972	ENSMUSG00000028362
E9Q179	ENSMUSG00000044221
D3Z5Y1	ENSMUSG00000016128
Q8BKK5	ENSMUSG00000048921
Q8BGW9	ENSMUSG00000044249
A2AR95	ENSMUSG00000048058
P63158	ENSMUSG00000066551
E9Q0J3	ENSMUSG00000000386
Q9ERA0	ENSMUSG00000009733
Q99MN1	ENSMUSG00000031948
A2ALW1	ENSMUSG00000050812
F7AHX3	ENSMUSG00000040006
Q9D5V6	ENSMUSG00000031357
Q6P8Z1	ENSMUSG00000049086
P10628	ENSMUSG00000101174
Q91VE3	ENSMUSG00000030713
P97819	ENSMUSG00000042632
Q05DV1	ENSMUSG00000005514
G5E8G0	ENSMUSG00000000568
E9Q279	ENSMUSG00000006498
Q9JJR6	ENSMUSG00000031022
P40226	ENSMUSG00000022847
Q9CPX9	ENSMUSG00000025135
D3Z065	ENSMUSG00000021504
A6H656	ENSMUSG00000061923
Q9D4C4	ENSMUSG00000003123
A2BHQ2	ENSMUSG00000036591
Q9CS00	ENSMUSG00000034889
Q80XU8	ENSMUSG00000045045
G3UZ62	ENSMUSG00000035469
P42232	ENSMUSG00000020919
Q6P8X1	ENSMUSG00000005656
E9QA46	ENSMUSG00000019809
E9QAZ7	ENSMUSG00000019944
Q8K3V1	ENSMUSG00000031518
Q80WG5	ENSMUSG00000007476
Q80WG5	ENSMUSG00000099041
A2AU72	ENSMUSG00000037683
Q8BZ94	ENSMUSG00000037492
F6UVG6	ENSMUSG00000024063
E9Q258	ENSMUSG00000017405
Q6P907	ENSMUSG00000031553
Q8VDK1	ENSMUSG00000013997
D3Z4P2	ENSMUSG00000001143
P59598	ENSMUSG00000042548
A2ACL2	ENSMUSG00000033233
Q9Z2B9	ENSMUSG00000024952
Q6QR59	ENSMUSG00000018656
Q9D7B7	ENSMUSG00000021760
Q9CWZ3	ENSMUSG00000038374
Q811H0	ENSMUSG00000037638
P53347	ENSMUSG00000058755
B7ZNF6	ENSMUSG00000022240
A2AVZ9	ENSMUSG00000027074
Q80YS4	ENSMUSG00000006386
Q9EQT6	ENSMUSG00000027220
Q9EP71	ENSMUSG00000022246
F6QXA3	ENSMUSG00000034110
Q9D4H9	ENSMUSG00000029629
O08528	ENSMUSG00000000628
A2AAN4	ENSMUSG00000020792
Q8BX90	ENSMUSG00000033487
Q05928	ENSMUSG00000082361
Q9D081	ENSMUSG00000039887
Q8CIB5	ENSMUSG00000037712
B0QZU7	ENSMUSG00000032577
A2AKK6	ENSMUSG00000070985
Q80ZE5	ENSMUSG00000025931
P45376	ENSMUSG00000001642
Q3UES3	ENSMUSG00000024811
P55850	ENSMUSG00000059898
P97454	ENSMUSG00000021540
G5E879	ENSMUSG00000030166
E9Q318	ENSMUSG00000079652
Q8VCS6	ENSMUSG00000061650
P24638	ENSMUSG00000002103
Q9EQU3	ENSMUSG00000045322
P48758	ENSMUSG00000051483
P97310	ENSMUSG00000002870
Q68FD5	ENSMUSG00000047126
O88940	ENSMUSG00000025930
D6RGN2	ENSMUSG00000026173
Q14C12	ENSMUSG00000025870
P53568	ENSMUSG00000056216
Q673U1	ENSMUSG00000046321
Q6PHN7	ENSMUSG00000047045
Q64434	ENSMUSG00000038751
Q9QXF8	ENSMUSG00000002769
Q545I7	ENSMUSG00000035804
Q8R0E5	ENSMUSG00000036214
E9Q3G8	ENSMUSG00000021374
E9QKA9	ENSMUSG00000031549
D6RFT2	ENSMUSG00000032309
Q9Z222	ENSMUSG00000051650
Q3UWF5	ENSMUSG00000069206
B1AVF4	ENSMUSG00000000266
Q8K4R4	ENSMUSG00000040430
Q0VD84	ENSMUSG00000002020
Q9D8V0	ENSMUSG00000019188
Q9QXE2	ENSMUSG00000025218
D3YZ02	ENSMUSG00000019178
Q01320	ENSMUSG00000020914
Q924L1	ENSMUSG00000037353
Q9D6Y9	ENSMUSG00000022707
Q8C503	ENSMUSG00000028460
G3UZA0	ENSMUSG00000063334
Q6PER3	ENSMUSG00000029166
A2ADA6	ENSMUSG00000029033
Q8CF20	ENSMUSG00000050844
Q9D2C2	ENSMUSG00000006763
B0R105	ENSMUSG00000032841
Q80W37	ENSMUSG00000055334
Q8CIZ9	ENSMUSG00000031257
O88444	ENSMUSG00000020431
F6U6Z2	ENSMUSG00000037747
Q8R411	ENSMUSG00000046916
G3X9U2	ENSMUSG00000033961
E9Q3I8	ENSMUSG00000022957
E9QAJ6	ENSMUSG00000030167
Q9JI75	ENSMUSG00000046949
Q3UX43	ENSMUSG00000039988
P14602	ENSMUSG00000004951
Q14B02	ENSMUSG00000051956
Q3U148	ENSMUSG00000040957
D6RE34	ENSMUSG00000032245
Q8BK48	ENSMUSG00000031886
D3YWN6	ENSMUSG00000022960
O88520	ENSMUSG00000024976
Q52KR3	ENSMUSG00000039126
Q04742	ENSMUSG00000033726
Q6NV49	ENSMUSG00000020828
Q3TGS9	ENSMUSG00000027575
Q61451	ENSMUSG00000040747
Q5SUG0	ENSMUSG00000020866
Q69Z66	ENSMUSG00000062627
P51660	ENSMUSG00000024507
Q3U3I9	ENSMUSG00000074405
F6QNZ3	ENSMUSG00000066043
Q9WUI1	ENSMUSG00000053137
E9QA96	ENSMUSG00000030970
B4YB48	ENSMUSG00000040856
Q9D2H3	ENSMUSG00000034201
Q3U0B3	ENSMUSG00000034449
E9PWV5	ENSMUSG00000030237
D3Z572	ENSMUSG00000004631
P0C5K1	ENSMUSG00000030433
Q3TFD2	ENSMUSG00000021608
Q3UL36	ENSMUSG00000040459
Q3TY86	ENSMUSG00000022763
Q9D979	ENSMUSG00000018479
O55003	ENSMUSG00000078566
E9Q7B0	ENSMUSG00000019916
B2RQF5	ENSMUSG00000034912
D3Z2N0	ENSMUSG00000043587
Q8CI43	ENSMUSG00000039824
Q61751	ENSMUSG00000020364
Q9WVM1	ENSMUSG00000023015
Q99N91	ENSMUSG00000034880
Q8R1C9	ENSMUSG00000117679
D6RCU9	ENSMUSG00000030670
E9QMY5	ENSMUSG00000029381
B1AUF7	ENSMUSG00000078593
D3Z0V2	ENSMUSG00000031511
B1AVP5	ENSMUSG00000040621
Q80T85	ENSMUSG00000049106
B2RQ73	ENSMUSG00000021068
Q6P5E1	ENSMUSG00000062604
F2Z459	ENSMUSG00000062480
E9PZZ8	ENSMUSG00000041351
Q8C0W0	ENSMUSG00000072955
Q8C0W0	ENSMUSG00000089996
Q8BK72	ENSMUSG00000041632
Q5F270	ENSMUSG00000020120
E9Q1L4	ENSMUSG00000024037
Q8CFQ9	ENSMUSG00000030795
Q923Q2	ENSMUSG00000016128
Q64446	ENSMUSG00000006567
Q99PT9	ENSMUSG00000010021
Q9D2W5	ENSMUSG00000001700
A2AKU9	ENSMUSG00000025781
E9PUG7	ENSMUSG00000026427
A2BGK7	ENSMUSG00000028438
D3YVS6	ENSMUSG00000073414
Q9WUC3	ENSMUSG00000022577
Q8K2A6	ENSMUSG00000056078
E9PVC8	ENSMUSG00000022132
Q9DBQ6	ENSMUSG00000033016
Q921K2	ENSMUSG00000026496
E9PWD3	ENSMUSG00000021548
B7ZP57	ENSMUSG00000006362
O89020	ENSMUSG00000029369
E0CZC3	ENSMUSG00000029635
E9Q4M8	ENSMUSG00000024799
Q641P0	ENSMUSG00000056367
E0CY85	ENSMUSG00000001844
Q9CWV1	ENSMUSG00000027353
Q61477	ENSMUSG00000041120
Q61139	ENSMUSG00000035382
D3YW03	ENSMUSG00000021255
Q99LC9	ENSMUSG00000002763
Q9EP73	ENSMUSG00000016496
Q62481	ENSMUSG00000008958
Q9D8C6	ENSMUSG00000018923
Q9D1L5	ENSMUSG00000037089
Q9CQM5	ENSMUSG00000020803
D3Z533	ENSMUSG00000028938
G5E8T4	ENSMUSG00000037552
P28738	ENSMUSG00000026764
Q9QZ08	ENSMUSG00000034744
G5E857	ENSMUSG00000025407
Q9CR86	ENSMUSG00000008393
Q3USS3	ENSMUSG00000073102
P36916	ENSMUSG00000024429
O54865	ENSMUSG00000028005
D3Z3H0	ENSMUSG00000030689
A2AGS2	ENSMUSG00000020623
D6RCZ8	ENSMUSG00000027620
G3UXY9	ENSMUSG00000022425
F8WID1	ENSMUSG00000032705
Q6NSV7	ENSMUSG00000039599
D6RFB2	ENSMUSG00000032657
Q9D1E4	ENSMUSG00000036731
D3YVP3	ENSMUSG00000063889
Q9CYR6	ENSMUSG00000056131
P52430	ENSMUSG00000002588
D3Z2A2	ENSMUSG00000032384
Q9JHW9	ENSMUSG00000015134
Q8K2H6	ENSMUSG00000036977
A2AIW0	ENSMUSG00000026927
Q8BFZ1	ENSMUSG00000049537
Q8C1I6	ENSMUSG00000096534
Q8CDU6	ENSMUSG00000041180
Q8K4E0	ENSMUSG00000063810
A2ATK8	ENSMUSG00000050530
Q8BWY3	ENSMUSG00000024360
Q9DAG6	ENSMUSG00000020213
P70348	ENSMUSG00000023333
F6S365	ENSMUSG00000067714
E9Q492	ENSMUSG00000055313
Q3UKZ7	ENSMUSG00000073568
A2AQ34	ENSMUSG00000026854
Q9JLJ1	ENSMUSG00000042682
Q8BQM8	ENSMUSG00000051166
E9QAY1	ENSMUSG00000000916
Q9CPN9	ENSMUSG00000029882
P86050	ENSMUSG00000087370
Q14BX6	ENSMUSG00000073730
Q9CR16	ENSMUSG00000027804
Q6PK77	ENSMUSG00000006589
Q8C7K6	ENSMUSG00000024579
Q8BFY0	ENSMUSG00000048070
Q80ZS3	ENSMUSG00000037740
P39689	ENSMUSG00000023067
Q8BLU0	ENSMUSG00000047414
Q9Z239	ENSMUSG00000036570
Q9D6F9	ENSMUSG00000062591
A2AMT1	ENSMUSG00000027420
F8WGG3	ENSMUSG00000001285
Q9D6A7	ENSMUSG00000021404
G3X9C0	ENSMUSG00000030281
Q8C547	ENSMUSG00000039414
Q9D757	ENSMUSG00000026989
D3Z2A3	ENSMUSG00000068457
Q8K0L9	ENSMUSG00000022708
Q9D9S4	ENSMUSG00000031181
Q91VC7	ENSMUSG00000037166
P12961	ENSMUSG00000023236
Q8CHQ9	ENSMUSG00000033634
Q8K0T0	ENSMUSG00000021087
Q62209	ENSMUSG00000027855
E0CXC7	ENSMUSG00000034908
Q8CFC2	ENSMUSG00000010505
Q80YG3	ENSMUSG00000051890
D3Z3Y6	ENSMUSG00000024979
Q7TNU5	ENSMUSG00000062116
Q8BYW1	ENSMUSG00000030047
Q6PDS3	ENSMUSG00000050132
D3YUT6	ENSMUSG00000044080
Q3U492	ENSMUSG00000059022
F6ZD54	ENSMUSG00000038244
Q3TJW2	ENSMUSG00000034391
E9Q180	ENSMUSG00000011263
D3Z6S9	ENSMUSG00000070471
Q9QYE3	ENSMUSG00000000861
G3UXN8	ENSMUSG00000066583
D6RCZ4	ENSMUSG00000039917
Q9D7X3	ENSMUSG00000003518
Q8BX17	ENSMUSG00000037275
Q3V3A7	ENSMUSG00000058498
Q561M1	ENSMUSG00000044573
D3YTR6	ENSMUSG00000030741
Q8C3F7	ENSMUSG00000026308
Q8BGB5	ENSMUSG00000040699
P61809	ENSMUSG00000048895
Q8BTB2	ENSMUSG00000071324
Q3UID4	ENSMUSG00000020230
B7ZWM6	ENSMUSG00000031626
Q9DB70	ENSMUSG00000025040
Q920S3	ENSMUSG00000007415
P35278	ENSMUSG00000019173
D6RCW8	ENSMUSG00000033809
G5E843	ENSMUSG00000022883
Q9D7D2	ENSMUSG00000058260
E0CXY7	ENSMUSG00000039065
P19137	ENSMUSG00000032796
Q99MS3	ENSMUSG00000022679
Q3UHD6	ENSMUSG00000028136
P27870	ENSMUSG00000034116
F6VXB8	ENSMUSG00000050395
Q3UMW7	ENSMUSG00000032577
E9Q658	ENSMUSG00000091215
P04441	ENSMUSG00000024610
G3UZU0	ENSMUSG00000020661
D3Z192	ENSMUSG00000036585
D6RII8	ENSMUSG00000031441
E9QB02	ENSMUSG00000040354
D3Z510	ENSMUSG00000030695
Q9DAM9	ENSMUSG00000053111
P51942	ENSMUSG00000040533
Q8VBW8	ENSMUSG00000039438
Q8BS45	ENSMUSG00000056832
Q9Z172	ENSMUSG00000020265
E0CYD8	ENSMUSG00000036523
Q8C9D0	ENSMUSG00000025932
Q99K46	ENSMUSG00000031066
G3UXH9	ENSMUSG00000071454
Q9D0V8	ENSMUSG00000021276
B1AWF1	ENSMUSG00000028264
Q8C6Z1	ENSMUSG00000050808
Q5DTK1	ENSMUSG00000058152
P62818	ENSMUSG00000001021
P03966	ENSMUSG00000037169
D3YTU0	ENSMUSG00000030337
Q8BJJ6	ENSMUSG00000037013
E9Q5D6	ENSMUSG00000038546
Q9CXE2	ENSMUSG00000029438
Q6P5D3	ENSMUSG00000035051
O35599	ENSMUSG00000031394
P56542	ENSMUSG00000003812
Q922G0	ENSMUSG00000032449
Q9QWY8	ENSMUSG00000022377
Q99KD5	ENSMUSG00000030533
Q8R1W8	ENSMUSG00000032343
G3X9N6	ENSMUSG00000020189
Q9JLZ6	ENSMUSG00000050240
Q91VB2	ENSMUSG00000016179
P55088	ENSMUSG00000024411
Q80XI6	ENSMUSG00000004054
Q3TWJ1	ENSMUSG00000039656
Q9JME5	ENSMUSG00000062444
Q8VEG0	ENSMUSG00000049305
D6RGA6	ENSMUSG00000027810
Q8K2F8	ENSMUSG00000066568
O35214	ENSMUSG00000028012
D3Z1K6	ENSMUSG00000029516
E9PZF0	ENSMUSG00000091228
Q3SWR9	ENSMUSG00000028004
O35626	ENSMUSG00000049892
F8VQL0	ENSMUSG00000009376
D3YWM5	ENSMUSG00000036676
P50516	ENSMUSG00000052459
F8VPQ2	ENSMUSG00000048118
A2AQC8	ENSMUSG00000027544
D3Z6F5	ENSMUSG00000025428
Q9DB75	ENSMUSG00000004071
E9Q4F3	ENSMUSG00000027857
Q8BWS5	ENSMUSG00000045441
Q6P0X2	ENSMUSG00000025470
Q7M6W8	ENSMUSG00000030446
Q8K1X4	ENSMUSG00000022488
Q99ME2	ENSMUSG00000066357
Q3TAP4	ENSMUSG00000049562
P97950	ENSMUSG00000031104
G3UZG6	ENSMUSG00000026456
Q8BVM2	ENSMUSG00000047441
Q9QY39	ENSMUSG00000002006
Q7TMY8	ENSMUSG00000025261
P28571	ENSMUSG00000028542
Q9JM73	ENSMUSG00000015605
Q8BVA2	ENSMUSG00000028857
Q8BJL0	ENSMUSG00000039354
D6RDQ5	ENSMUSG00000000731
Q9DBE8	ENSMUSG00000039740
P24549	ENSMUSG00000053279
Q80Z60	ENSMUSG00000115219
Q80Z60	ENSMUSG00000115293
Q91YK2	ENSMUSG00000058392
Q9D495	ENSMUSG00000025480
Q9QZ82	ENSMUSG00000032323
Q8K284	ENSMUSG00000032777
E9Q4A7	ENSMUSG00000032091
G3X9Z7	ENSMUSG00000040040
Q9WTU0	ENSMUSG00000038025
A2AIX5	ENSMUSG00000026923
Q8BM54	ENSMUSG00000038175
Q505H5	ENSMUSG00000067578
P08920	ENSMUSG00000027863
Q922X9	ENSMUSG00000060098
Q61160	ENSMUSG00000031077
Q8CDL9	ENSMUSG00000067872
E9QN87	ENSMUSG00000022565
Q64689	ENSMUSG00000056812
Q8BI21	ENSMUSG00000035696
A2AM80	ENSMUSG00000078235
Q9CR35	ENSMUSG00000031957
Q8VDF3	ENSMUSG00000032380
Q31125	ENSMUSG00000024327
F2Z4A2	ENSMUSG00000018672
Q6NZR1	ENSMUSG00000022382
B1AVZ9	ENSMUSG00000042608
Q63953	ENSMUSG00000022965
A2APC3	ENSMUSG00000074673
G3UWW2	ENSMUSG00000002985
G3UZQ3	ENSMUSG00000028797
Q9D7Q0	ENSMUSG00000026085
E0CXC3	ENSMUSG00000031778
E9QA16	ENSMUSG00000029761
Q9JJG7	ENSMUSG00000060371
Q9CYN2	ENSMUSG00000035227
D6RI32	ENSMUSG00000030409
Q3V2G0	ENSMUSG00000059423
F6XT74	ENSMUSG00000049811
Q4VA24	ENSMUSG00000034795
Q8VEM8	ENSMUSG00000061904
Q8VCZ6	ENSMUSG00000042303
Q8BS30	ENSMUSG00000040132
A9C444	ENSMUSG00000022701
Q64514	ENSMUSG00000041763
D3Z4I5	ENSMUSG00000054405
G3UW77	ENSMUSG00000048782
E9Q3A7	ENSMUSG00000047216
Q8R2K2	ENSMUSG00000037339
Q9WVH3	ENSMUSG00000042903
P23804	ENSMUSG00000020184
P70339	ENSMUSG00000067199
D3Z534	ENSMUSG00000061751
Q91YV0	ENSMUSG00000053477
Q5XPT3	ENSMUSG00000040434
Q9JL99	ENSMUSG00000030159
B7ZMP8	ENSMUSG00000032355
Q5DTT3	ENSMUSG00000033799
P49919	ENSMUSG00000037664
G5E8C6	ENSMUSG00000038775
D3Z566	ENSMUSG00000036242
P56380	ENSMUSG00000028443
D3YWJ8	ENSMUSG00000041298
D3Z6H8	ENSMUSG00000063953
O70576	ENSMUSG00000036928
Q6RHW0	ENSMUSG00000051617
P14824	ENSMUSG00000018340
E9Q6D6	ENSMUSG00000055917
B2RWD2	ENSMUSG00000091376
Q3UMF9	ENSMUSG00000028246
B7ZBU7	ENSMUSG00000027577
E9QPR6	ENSMUSG00000037129
A2AIS9	ENSMUSG00000026972
Q8VCP9	ENSMUSG00000045930
D7UEQ9	ENSMUSG00000032359
P47877	ENSMUSG00000039323
Q61288	ENSMUSG00000000530
G3UZ33	ENSMUSG00000017428
Q8C741	ENSMUSG00000012520
Q8CDM8	ENSMUSG00000033478
Q810J8	ENSMUSG00000042628
Q5F2D4	ENSMUSG00000040829
Q6PEB3	ENSMUSG00000027381
E0CZ56	ENSMUSG00000004127
D3Z2W8	ENSMUSG00000013921
Q571K4	ENSMUSG00000035476
D3YTT4	ENSMUSG00000031969
Q8BXJ9	ENSMUSG00000054484
Q8BGT7	ENSMUSG00000025024
Q3UQ15	ENSMUSG00000029375
O54998	ENSMUSG00000002732
D3Z028	ENSMUSG00000029752
D3YUD4	ENSMUSG00000042308
Q6P8N8	ENSMUSG00000015357
F8WHQ1	ENSMUSG00000027506
P58459	ENSMUSG00000024299
F8WI04	ENSMUSG00000017715
F6SJH4	ENSMUSG00000030109
E9PUE7	ENSMUSG00000017631
P70232	ENSMUSG00000030077
Q3UPC7	ENSMUSG00000071252
B7ZWL1	ENSMUSG00000036550
Q8CDP0	ENSMUSG00000038836
A8DIL0	ENSMUSG00000057554
Q8BUQ8	ENSMUSG00000069581
Q9JHG2	ENSMUSG00000039601
Q9JHE6	ENSMUSG00000067071
P97452	ENSMUSG00000022557
Q8CHP8	ENSMUSG00000043445
G3UVT8	ENSMUSG00000026228
Q32MG3	ENSMUSG00000008461
Q8R5H1	ENSMUSG00000020124
Q99M07	ENSMUSG00000026112
Q8C3R1	ENSMUSG00000000148
Q9QXB9	ENSMUSG00000020537
E9Q414	ENSMUSG00000020609
Q8BYI9	ENSMUSG00000015829
Q0GA42	ENSMUSG00000025189
P26638	ENSMUSG00000068739
Q9Z275	ENSMUSG00000039194
Q3TBW3	ENSMUSG00000039936
E9Q3G4	ENSMUSG00000051354
B1AWI6	ENSMUSG00000078719
Q91X51	ENSMUSG00000032513
E9PU93	ENSMUSG00000031575
Q5NCR5	ENSMUSG00000020838
D3Z110	ENSMUSG00000061536
Q8CEC2	ENSMUSG00000015522
Q9D0V7	ENSMUSG00000022339
Q9D6J1	ENSMUSG00000008206
A2AJ36	ENSMUSG00000015095
P08122	ENSMUSG00000031503
Q8BHN5	ENSMUSG00000042369
Q8BHI4	ENSMUSG00000025893
Q9D067	ENSMUSG00000020212
P70321	ENSMUSG00000049604
O88738	ENSMUSG00000024073
Q9JMK2	ENSMUSG00000022433
P05532	ENSMUSG00000005672
Q0VAY3	ENSMUSG00000046826
P30549	ENSMUSG00000020081
Q7TNI7	ENSMUSG00000041872
Q04683	ENSMUSG00000047880
E9QPQ9	ENSMUSG00000025977
Q8HW98	ENSMUSG00000013367
Q6ZQ06	ENSMUSG00000056919
G5E8H9	ENSMUSG00000054052
P62700	ENSMUSG00000039770
Q3U1J4	ENSMUSG00000024740
Q80WQ6	ENSMUSG00000020806
Q8K1A0	ENSMUSG00000051730
Q61655	ENSMUSG00000015023
Q8BKG4	ENSMUSG00000081683
Q8VID5	ENSMUSG00000020752
A2AEK1	ENSMUSG00000031256
F6YHE5	ENSMUSG00000025085
Q9CQ85	ENSMUSG00000020843
O88188	ENSMUSG00000021423
E9PUX0	ENSMUSG00000022255
D3YWL7	ENSMUSG00000030220
Q61207	ENSMUSG00000004207
B1ATR4	ENSMUSG00000040548
Q8BMD6	ENSMUSG00000036339
Q9CQU1	ENSMUSG00000048222
Q9CQU1	ENSMUSG00000068479
Q9ERE8	ENSMUSG00000070462
D3YZN8	ENSMUSG00000030533
