table.gene	log*sign
CGGBP1	3,15E+00
AP5M1	3,15E+00
ZBTB1	3,15E+00
MTHFR	-3,15E+00
ESRRG	-3,15E+00
GNB1	-3,15E+00
ODC1	-3,15E+00
RNF20	3,14E+00
FCHO1	-3,14E+00
RPL4	3,14E+00
MRPS5	-3,14E+00
TMCO6	-3,14E+00
TIMM8B	-3,14E+00
KATNBL1	3,14E+00
YWHAE	-3,14E+00
FAM162A	3,13E+00
MPG	3,13E+00
COPZ1	-3,13E+00
TBC1D10B	-3,13E+00
RWDD2B	3,13E+00
POLR3A	-3,13E+00
RPL38	3,13E+00
TSC22D4	-3,13E+00
EHMT1	-3,13E+00
TMED7	3,13E+00
RNF13	3,12E+00
SREBF2	-3,12E+00
GPATCH2	3,12E+00
TICAM2	3,12E+00
IGFLR1	3,12E+00
MRPS26	-3,12E+00
METTL9	3,12E+00
XRCC1	-3,12E+00
DEXI	-3,12E+00
SMAP1	3,11E+00
IRF5	3,11E+00
RNF207	3,11E+00
ALG3	-3,11E+00
PLK3	3,11E+00
SERINC2	3,11E+00
PTGDS	-3,11E+00
MAPK6	3,11E+00
LRR1	-3,11E+00
PGP	-3,11E+00
SAMD8	3,10E+00
WDSUB1	3,10E+00
GRK2	-3,10E+00
KLF5	3,10E+00
RAB35	-3,10E+00
CASP9	-3,10E+00
MTG1	-3,10E+00
VAMP3	3,10E+00
GLTP	3,09E+00
OGDHL	-3,09E+00
GLT8D1	3,09E+00
FAM114A1	3,09E+00
LUC7L3	3,09E+00
MAPKAP1	-3,09E+00
CRACR2B	-3,09E+00
PDE3B	-3,09E+00
NCOR1	3,09E+00
KIF3A	3,08E+00
TTLL5	-3,08E+00
PIGL	-3,08E+00
ADAT1	-3,08E+00
ACSF2	-3,08E+00
MOSPD2	3,08E+00
DCTN4	3,08E+00
KDM5C	-3,08E+00
ARL8B	3,08E+00
SIRT2	-3,08E+00
PRICKLE1	3,08E+00
YTHDC2	3,08E+00
PNISR	3,08E+00
ANKRD12	3,08E+00
TMEM70	-3,07E+00
PCDHGA4	3,07E+00
LNX1	-3,07E+00
SMIM13	-3,07E+00
ARL4C	-3,07E+00
FBXL8	3,07E+00
CDCA8	-3,07E+00
RPS11	3,07E+00
PPP1R14A	-3,07E+00
FUCA2	-3,06E+00
RABEPK	-3,06E+00
GPCPD1	3,06E+00
CLPTM1L	-3,06E+00
TPRKB	-3,06E+00
MAP3K2	3,06E+00
TANC2	3,06E+00
RAB2A	3,06E+00
MPND	-3,06E+00
KLF2	3,06E+00
MTSS1	-3,06E+00
SUGT1	3,06E+00
NBAS	3,06E+00
LSM14A	3,05E+00
PHB	-3,05E+00
CCDC61	-3,05E+00
SLC30A1	3,05E+00
CYB5R4	3,05E+00
BECN1	3,05E+00
EXOC4	3,05E+00
TK2	3,05E+00
DNAJC18	3,05E+00
ZNF266	3,05E+00
MEF2A	3,05E+00
MPI	-3,05E+00
GMPPA	-3,04E+00
RTL5	-3,04E+00
CISD1	3,04E+00
C11orf71	-3,04E+00
CDT1	-3,04E+00
HNRNPUL2	-3,04E+00
DDX23	-3,04E+00
EGFL7	-3,04E+00
SAT1	-3,04E+00
SLC25A22	-3,04E+00
ARL1	3,04E+00
RAB5C	-3,03E+00
NBEAL1	3,03E+00
PDGFRA	3,03E+00
CCDC171	3,03E+00
CKLF	-3,03E+00
AS3MT	-3,03E+00
FCHO2	3,03E+00
COQ8B	-3,03E+00
AHSA1	-3,03E+00
TMEM86A	-3,03E+00
OIP5	-3,03E+00
CDK17	-3,03E+00
TMEM186	-3,03E+00
MED22	-3,03E+00
DYNLL2	-3,03E+00
DES	-3,03E+00
RASA2	3,03E+00
C3	3,03E+00
TIMM50	-3,03E+00
PSENEN	-3,02E+00
FABP3	-3,02E+00
CNOT9	-3,02E+00
NCAPH2	-3,02E+00
DDX1	3,02E+00
PTGIR	3,02E+00
XIAP	3,02E+00
MAEA	-3,02E+00
PDCD11	-3,02E+00
EID2	-3,02E+00
PRKACB	3,02E+00
PDAP1	-3,02E+00
YIPF4	3,02E+00
RPL9	-3,02E+00
FABP4	-3,02E+00
IFT81	3,02E+00
PSMB4	3,02E+00
CDPF1	-3,02E+00
ITM2C	-3,01E+00
BTRC	3,01E+00
TMEM9B	3,01E+00
BABAM1	-3,01E+00
TBC1D19	3,01E+00
PLEKHJ1	-3,01E+00
METTL17	-3,01E+00
NAP1L2	-3,01E+00
KLRG1	-3,01E+00
SLC35G2	3,01E+00
UQCC1	-3,01E+00
MCRS1	-3,01E+00
GPLD1	-3,00E+00
ADAMTS17	-3,00E+00
VAT1L	-3,00E+00
TLNRD1	-3,00E+00
POLR2E	-3,00E+00
IFNGR2	3,00E+00
SFXN1	-3,00E+00
ATG2A	-3,00E+00
LDLRAD3	-3,00E+00
NUP85	-2,99E+00
RBMS3	2,99E+00
USP47	2,99E+00
DNAJB2	2,99E+00
ESPL1	-2,99E+00
JPH1	-2,99E+00
ACTC1	2,99E+00
SEPHS2	-2,99E+00
FADS2	-2,99E+00
IDI1	-2,99E+00
SHC2	-2,99E+00
CCDC97	-2,99E+00
CDK5RAP3	-2,99E+00
PKM	2,98E+00
SURF4	-2,98E+00
SCRN1	2,98E+00
IMPDH1	2,98E+00
GAN	2,98E+00
PIGK	2,98E+00
MTMR3	2,98E+00
DSG2	-2,98E+00
ATP2A2	2,98E+00
NTRK3	-2,98E+00
PTCH2	2,98E+00
ANGPTL2	-2,98E+00
PTBP1	-2,98E+00
MAP9	2,97E+00
MAGI2	2,97E+00
KCNAB2	-2,97E+00
OSTC	2,97E+00
ALOX5AP	-2,97E+00
UBE2E3	2,97E+00
STBD1	2,97E+00
MMGT1	2,97E+00
ADD2	-2,97E+00
GCAT	-2,97E+00
ITFG1	2,97E+00
MRTFA	2,97E+00
KIFAP3	2,97E+00
AXIN2	-2,97E+00
IGSF3	-2,96E+00
FOXG1	-2,96E+00
FJX1	-2,96E+00
GXYLT2	2,96E+00
CANT1	-2,96E+00
ARHGDIA	-2,96E+00
ALG12	-2,96E+00
AACS	-2,96E+00
TUSC1	-2,96E+00
ARPC5L	-2,96E+00
ZRSR2	2,96E+00
ISLR	-2,96E+00
WASHC4	2,96E+00
ZFAND6	2,96E+00
CATSPER1	2,95E+00
LARP7	2,95E+00
TMEM106B	2,95E+00
HPS4	-2,95E+00
ARHGAP6	2,95E+00
GATC	-2,95E+00
AAAS	-2,95E+00
WDR86	-2,95E+00
ZBTB3	-2,95E+00
GPR160	2,95E+00
RP9	-2,95E+00
TMEM97	2,95E+00
INO80E	-2,95E+00
LIMK1	-2,95E+00
LANCL3	2,95E+00
NDUFS3	-2,95E+00
CLMN	-2,94E+00
GET4	-2,94E+00
HOMER1	2,94E+00
P4HA3	-2,94E+00
HEPH	-2,94E+00
PCK2	2,93E+00
EIF5A2	2,93E+00
KCTD10	2,93E+00
FRY	-2,93E+00
ERI2	-2,93E+00
POLR2D	-2,93E+00
FMO1	2,93E+00
CCHCR1	-2,93E+00
IL17RC	-2,93E+00
KLHL28	2,93E+00
MTFR1	-2,93E+00
RITA1	-2,93E+00
ADAT2	-2,93E+00
EPM2A	2,93E+00
ICAM1	-2,93E+00
OSBP	-2,93E+00
GPN3	-2,92E+00
TMED1	-2,92E+00
NFYC	-2,92E+00
TSFM	-2,92E+00
OPA1	2,92E+00
RASSF4	-2,92E+00
NR2F2	2,92E+00
NDUFA1	2,92E+00
MBD3	-2,92E+00
SLITRK4	-2,92E+00
PRPF4	-2,92E+00
ATP1B2	-2,92E+00
KCNC4	2,91E+00
CLOCK	2,91E+00
STON1	2,91E+00
RBM42	-2,91E+00
RBM20	-2,91E+00
GLB1	-2,91E+00
ADPRM	2,91E+00
UBAP2	-2,91E+00
KIF2A	2,91E+00
DSC2	-2,91E+00
NETO1	-2,91E+00
SLC25A24	2,91E+00
PLCD1	2,91E+00
ANKRD54	-2,91E+00
CCS	-2,91E+00
TTC39B	2,91E+00
RAC3	-2,91E+00
KCNIP3	-2,91E+00
BAG5	2,90E+00
GTF2F2	2,90E+00
LIN7A	-2,90E+00
BAG2	2,90E+00
FAM136A	-2,90E+00
ATXN3	2,90E+00
MLLT1	-2,90E+00
DONSON	-2,90E+00
TBCK	2,90E+00
STMN1	-2,90E+00
SHLD2	2,89E+00
SLC22A3	-2,89E+00
RALA	2,89E+00
DYNC2H1	2,89E+00
UCHL5	-2,89E+00
MORC4	2,89E+00
ABHD5	2,89E+00
CAMK2D	2,89E+00
FOXM1	-2,89E+00
RRAS2	2,89E+00
EPOR	-2,89E+00
FPR1	-2,89E+00
SLC25A25	-2,89E+00
CD93	-2,89E+00
SYTL4	-2,88E+00
CTSO	2,88E+00
TRIO	2,88E+00
PGD	-2,88E+00
TIFA	-2,88E+00
ADI1	-2,88E+00
ADD3	2,88E+00
UFSP2	2,88E+00
CNN3	2,88E+00
EIF4A3	-2,88E+00
NUDT8	-2,88E+00
TPST1	-2,88E+00
SIK3	-2,88E+00
CCDC51	-2,87E+00
ABCG1	-2,87E+00
KCNJ2	-2,87E+00
H6PD	-2,87E+00
GOLGA3	2,87E+00
NAAA	-2,87E+00
PRKAR1B	-2,87E+00
REM1	2,87E+00
TENT5B	2,87E+00
ADRM1	-2,86E+00
UGCG	2,86E+00
CIT	-2,86E+00
ROR1	2,86E+00
HIRA	-2,86E+00
MEOX2	-2,86E+00
KCNS3	-2,86E+00
TRAPPC1	-2,86E+00
MICAL2	2,86E+00
IFFO1	2,86E+00
UQCC2	-2,86E+00
SACM1L	2,86E+00
SYT11	2,85E+00
TMEM59	2,85E+00
NTPCR	-2,85E+00
VRK1	-2,85E+00
C20orf27	-2,85E+00
MRPL14	-2,85E+00
MID2	2,85E+00
SLC19A2	-2,85E+00
ABHD17B	-2,85E+00
PIP4P2	2,85E+00
UPF1	-2,85E+00
CREB3L2	2,85E+00
IRS1	-2,85E+00
CAMK1	-2,85E+00
LRRC14	-2,85E+00
IQCA1	2,84E+00
EPHB6	2,84E+00
NEK11	2,84E+00
HCN3	2,84E+00
HADH	-2,84E+00
ELMO1	-2,84E+00
PCNA	-2,84E+00
UFM1	2,84E+00
TTYH2	-2,84E+00
GDI2	2,84E+00
WASHC5	2,84E+00
ACP6	-2,84E+00
RHOT2	-2,84E+00
CEP19	2,84E+00
RBSN	-2,84E+00
ASS1	2,84E+00
KIAA1755	-2,84E+00
SEMA7A	-2,84E+00
SAP30BP	-2,84E+00
SOCS6	2,84E+00
RRS1	-2,83E+00
ATP6V1G2	2,83E+00
PGRMC2	2,83E+00
PAFAH2	-2,83E+00
GNAZ	2,83E+00
CMTM7	-2,83E+00
SLC25A51	2,83E+00
REXO4	-2,83E+00
IGF2R	2,82E+00
FAM131C	2,82E+00
TRIM59	2,82E+00
CCDC106	2,82E+00
TAP2	-2,82E+00
KCTD17	-2,82E+00
FBRSL1	-2,82E+00
CHURC1	2,82E+00
EIF1AX	2,82E+00
ZDHHC24	2,82E+00
KIF3C	-2,82E+00
THBD	-2,82E+00
DNAAF5	-2,82E+00
FRMD4A	-2,81E+00
LRRC45	-2,81E+00
TLR3	2,81E+00
MPST	-2,81E+00
RBBP7	-2,81E+00
PMEPA1	-2,81E+00
LYRM4	2,81E+00
LTBR	2,81E+00
RBM47	-2,81E+00
RASL11A	2,81E+00
FXYD5	2,81E+00
PDZRN3	2,81E+00
MCRIP1	-2,81E+00
PPAT	-2,81E+00
CHM	2,81E+00
CENPP	-2,80E+00
SLC7A5	2,80E+00
KPNA2	-2,80E+00
CKS2	-2,80E+00
OXCT1	2,80E+00
ADGRB3	-2,80E+00
DNASE1L1	2,80E+00
CD59	2,80E+00
DOK4	2,80E+00
HYAL1	-2,80E+00
CCDC102A	2,80E+00
FAM219B	2,79E+00
GNG7	-2,79E+00
GNPDA2	2,79E+00
RBM7	2,79E+00
DMGDH	2,79E+00
PCDHB5	-2,79E+00
AZIN1	2,79E+00
TMEM241	-2,79E+00
AGMO	-2,79E+00
DGKZ	-2,79E+00
NFE2L2	2,78E+00
GATAD1	2,78E+00
ZBTB48	-2,78E+00
ABHD11	-2,78E+00
GABARAPL2	2,78E+00
GATB	-2,78E+00
FAM160B2	2,78E+00
ANKS1A	-2,78E+00
WDR55	-2,78E+00
DARS2	-2,77E+00
TRA2B	-2,77E+00
NFYA	-2,77E+00
FBXO5	-2,77E+00
UCHL1	-2,77E+00
EIF2B4	-2,77E+00
KLHL21	2,77E+00
PTK2	2,77E+00
EFL1	2,77E+00
WNT4	-2,76E+00
SETX	2,76E+00
GDAP2	2,76E+00
ETV3	-2,76E+00
GEMIN7	-2,76E+00
RBP7	2,76E+00
RPS6KA5	-2,76E+00
UBE2C	-2,76E+00
USP16	2,76E+00
MRPL36	-2,76E+00
AFF1	2,76E+00
KHDRBS3	2,76E+00
C1QTNF1	-2,76E+00
CNTROB	-2,75E+00
NEMP1	-2,75E+00
CHST7	-2,75E+00
VARS2	-2,75E+00
BCAT2	-2,75E+00
EGR1	2,75E+00
SRC	2,75E+00
PPP1R15A	2,75E+00
CCDC137	-2,75E+00
SMDT1	-2,75E+00
ASAH1	2,75E+00
COL13A1	-2,75E+00
MYO7A	-2,75E+00
HS2ST1	-2,75E+00
ING4	2,75E+00
CACNA2D1	2,75E+00
PLPP7	2,74E+00
SAMHD1	-2,74E+00
METTL6	2,74E+00
QRSL1	2,74E+00
TACC3	-2,74E+00
DDB1	2,74E+00
NDUFAF4	-2,74E+00
COPS6	-2,74E+00
ITGA9	-2,74E+00
DDX54	-2,74E+00
SREBF1	-2,74E+00
MED16	-2,74E+00
RAB8B	2,74E+00
B3GAT3	-2,73E+00
FOXRED2	-2,73E+00
TMEM140	2,73E+00
SF3B4	-2,73E+00
SETD5	2,73E+00
COG7	-2,73E+00
ACAD10	-2,73E+00
DARS1	2,73E+00
SEC13	-2,73E+00
AMACR	2,73E+00
CES4A	2,73E+00
SPX	-2,73E+00
SLC30A5	2,73E+00
NUDT16	-2,73E+00
NUFIP2	2,73E+00
TOMM22	-2,72E+00
C6orf141	-2,72E+00
MAPK1	2,72E+00
CD302	-2,72E+00
DTNA	-2,72E+00
PEBP1	-2,72E+00
NUP160	-2,72E+00
RPIA	-2,72E+00
NRBF2	2,72E+00
CTSV	-2,72E+00
NFE2L1	2,72E+00
ZNF25	2,71E+00
ARF3	-2,71E+00
APOM	-2,71E+00
SUMF1	2,71E+00
FN3K	-2,71E+00
LTA4H	2,71E+00
PSMB5	-2,71E+00
SLC39A10	2,71E+00
RNASEK	2,71E+00
CHST3	2,71E+00
POLR2I	-2,71E+00
ASNS	2,71E+00
ARFGAP3	2,71E+00
HGSNAT	2,70E+00
LAMB1	-2,70E+00
TAOK1	2,70E+00
SECISBP2L	2,70E+00
CD320	-2,70E+00
SPATA7	2,70E+00
NAV1	2,70E+00
CYC1	-2,70E+00
PCOLCE	2,70E+00
RAB20	-2,70E+00
TSPAN4	2,69E+00
ARL6	2,69E+00
ELK3	-2,69E+00
HECTD3	-2,69E+00
NDUFB6	-2,69E+00
TBC1D2B	2,69E+00
ACTG2	2,69E+00
SND1	2,69E+00
ACSS2	-2,69E+00
FUT8	2,69E+00
TMEM184B	2,69E+00
PPP1R15B	2,69E+00
ROM1	-2,69E+00
RBM22	-2,69E+00
PLAUR	-2,69E+00
ACP2	-2,69E+00
DIS3L2	-2,68E+00
NMI	2,68E+00
SH2B3	-2,68E+00
ERF	-2,68E+00
WDR41	2,68E+00
RPS29	2,68E+00
SNCB	-2,68E+00
RORA	-2,68E+00
KXD1	-2,68E+00
KMT2E	2,67E+00
SCOC	2,67E+00
CPSF6	-2,67E+00
PRPF18	2,67E+00
ARRDC1	2,67E+00
LRCH3	2,67E+00
ACAD9	-2,67E+00
HMBS	-2,67E+00
CROCC	-2,67E+00
NPTXR	2,67E+00
METAP1	2,67E+00
LRRC17	-2,67E+00
MAPK12	2,66E+00
KSR1	-2,66E+00
EEFSEC	-2,66E+00
PHTF1	2,66E+00
NDUFA6	-2,66E+00
IQCC	-2,66E+00
WARS1	2,66E+00
ACKR2	-2,66E+00
USP54	-2,66E+00
IFIT1	2,66E+00
LHX9	2,66E+00
POLR2H	-2,66E+00
COPS4	2,66E+00
TJP1	2,66E+00
FN3KRP	-2,66E+00
ISG20	-2,66E+00
VPS36	2,65E+00
LIG4	2,65E+00
LAMTOR3	2,65E+00
FKBP11	-2,65E+00
LAPTM5	-2,65E+00
MRPL51	-2,65E+00
CALR	-2,65E+00
DENND4B	-2,65E+00
CCDC112	2,65E+00
TIMM22	-2,65E+00
LRRCC1	-2,65E+00
NRP2	-2,65E+00
NIPSNAP1	-2,65E+00
CNOT11	-2,65E+00
ZNRF3	-2,65E+00
BLVRB	-2,65E+00
RTTN	-2,64E+00
COL5A3	2,64E+00
OTUD4	2,64E+00
NFKB1	2,64E+00
ERCC3	-2,64E+00
ZNF426	2,64E+00
DHX33	-2,64E+00
UBA7	2,64E+00
MXD3	-2,63E+00
ZNF287	2,63E+00
ALDOA	2,63E+00
SMTN	-2,63E+00
PNMA1	2,63E+00
NME6	-2,63E+00
HBEGF	-2,63E+00
RFTN2	-2,63E+00
FAM214A	2,63E+00
CTU2	-2,63E+00
GPSM1	2,63E+00
FMNL3	-2,63E+00
RGMA	-2,63E+00
CTXN1	2,62E+00
MYL12A	2,62E+00
RPL31	2,62E+00
KIZ	2,62E+00
TSTA3	-2,62E+00
NASP	2,62E+00
POLR1A	-2,62E+00
CINP	-2,62E+00
SOX5	-2,62E+00
COASY	-2,62E+00
HOXB6	-2,62E+00
GNAO1	2,62E+00
FBXL3	2,62E+00
HOOK2	-2,62E+00
KDM2B	-2,62E+00
ZCCHC18	2,62E+00
RPS6KC1	2,62E+00
SNX29	2,62E+00
SAFB2	-2,62E+00
CDC42EP4	-2,62E+00
PAX8	-2,62E+00
NINL	-2,62E+00
FANK1	2,61E+00
MXI1	2,61E+00
ANAPC2	-2,61E+00
TBCEL	2,61E+00
WWC1	-2,61E+00
ACAA1	-2,61E+00
PPP1R10	-2,61E+00
INO80C	-2,61E+00
COL4A2	2,61E+00
SYT17	-2,61E+00
ARHGAP10	2,61E+00
WDR34	-2,61E+00
PANX1	2,61E+00
MTMR12	2,61E+00
CLSTN2	-2,60E+00
DUS1L	-2,60E+00
CDK9	-2,60E+00
DNLZ	-2,60E+00
TRIM21	-2,60E+00
SIRT7	-2,60E+00
TRPM7	2,60E+00
ATG4C	-2,60E+00
SNX21	2,60E+00
EPB41L5	2,60E+00
RHOBTB2	-2,59E+00
GPR4	-2,59E+00
SULT1B1	-2,59E+00
CTU1	-2,59E+00
TRIM46	2,59E+00
MTHFSD	-2,59E+00
HERC1	2,59E+00
ZBED5	2,59E+00
MATR3	2,59E+00
NMD3	2,59E+00
SAMM50	-2,59E+00
GPER1	-2,58E+00
RBM18	2,58E+00
LY6G5B	2,58E+00
ANKIB1	2,58E+00
ZNF282	-2,58E+00
PCCA	-2,58E+00
GALNT2	2,58E+00
MAK16	2,57E+00
RPS9	-2,57E+00
SLAIN1	-2,57E+00
RAE1	-2,57E+00
LARS1	2,57E+00
ZBTB20	2,57E+00
TUBB	-2,57E+00
PARM1	-2,57E+00
BTBD3	2,56E+00
FBL	-2,56E+00
HDAC6	-2,56E+00
FAM20C	-2,56E+00
CST3	-2,56E+00
ARID1A	-2,56E+00
TRAPPC6A	-2,56E+00
SPTLC1	2,56E+00
KATNA1	2,56E+00
NSUN2	-2,56E+00
SLC30A7	2,56E+00
DCAF17	2,56E+00
IPO9	-2,56E+00
VWA8	-2,56E+00
VPS4B	2,56E+00
DPP9	-2,55E+00
FOS	2,55E+00
CASP2	-2,55E+00
FKBP10	2,55E+00
NSMF	-2,55E+00
SVIL	-2,55E+00
IFITM3	-2,55E+00
NRARP	-2,55E+00
ANKRD49	2,55E+00
TTC17	2,55E+00
RNF19A	2,55E+00
SFPQ	-2,55E+00
TUBGCP4	-2,55E+00
VSNL1	-2,55E+00
PCOLCE2	-2,55E+00
ALDH5A1	-2,55E+00
EEF1E1	-2,55E+00
TFAM	-2,55E+00
ANGEL1	-2,54E+00
TMEM169	-2,54E+00
RPS26	-2,54E+00
CDK2AP1	2,54E+00
GAMT	-2,54E+00
OSBPL5	2,54E+00
ZMPSTE24	2,53E+00
DDA1	-2,53E+00
PLA2G4A	-2,53E+00
TAFA5	-2,53E+00
TPR	2,53E+00
CCNE2	-2,53E+00
POLR1D	2,53E+00
DENND6B	2,53E+00
USP11	-2,53E+00
ADD1	-2,53E+00
MRPS25	-2,53E+00
SMG5	-2,53E+00
CCDC28A	2,53E+00
DLGAP4	2,52E+00
NEU3	-2,52E+00
RNF24	2,52E+00
CREB3L4	-2,52E+00
SH3BP5	2,52E+00
TBC1D8	-2,52E+00
SIMC1	2,52E+00
WDR83	-2,52E+00
CPZ	2,52E+00
TNFSF11	-2,52E+00
NPC2	-2,52E+00
GTF2IRD1	2,52E+00
DZIP1L	2,52E+00
DHFR	-2,52E+00
DEK	2,52E+00
CYB561D1	2,52E+00
NSUN7	-2,52E+00
MYO1E	2,52E+00
NAA38	-2,51E+00
H1-10	-2,51E+00
RPS6KL1	-2,51E+00
ALPK1	2,51E+00
PRSS53	-2,51E+00
SLC25A45	2,51E+00
FGF18	2,51E+00
GTF2F1	2,51E+00
UBE2A	2,51E+00
TRMT44	-2,51E+00
SAR1A	2,51E+00
OAS2	2,51E+00
TAL1	-2,51E+00
OXSR1	2,51E+00
C3AR1	-2,51E+00
TMUB1	-2,51E+00
ADAMTS10	-2,51E+00
HOPX	-2,50E+00
NUMA1	2,50E+00
RELB	2,50E+00
GADD45GIP1	-2,50E+00
ELF1	2,50E+00
TUSC2	-2,50E+00
EXOSC4	-2,50E+00
CDC42SE1	-2,50E+00
SMARCB1	-2,50E+00
PAPLN	-2,50E+00
MRPS14	-2,50E+00
BRAT1	-2,50E+00
HS3ST3A1	2,50E+00
IFI44	-2,50E+00
SDHAF3	-2,50E+00
USP33	2,50E+00
MPDU1	-2,50E+00
GLRX3	-2,49E+00
ZNF175	2,49E+00
MUTYH	-2,49E+00
TMEM100	-2,49E+00
EIF5B	2,49E+00
CYTH1	-2,49E+00
GLI3	-2,49E+00
MRPL57	-2,49E+00
ERLIN1	-2,49E+00
FIS1	-2,48E+00
ATF2	2,48E+00
DCAF7	-2,48E+00
KBTBD4	-2,48E+00
ANAPC11	-2,48E+00
LMNA	2,48E+00
FOXL2	2,48E+00
TTC25	2,48E+00
SLC2A1	2,48E+00
TOE1	-2,48E+00
RPL5	2,48E+00
BUD23	-2,47E+00
FAM214B	2,47E+00
GCLM	2,47E+00
TOR1AIP1	2,47E+00
GCHFR	-2,47E+00
RNFT2	-2,47E+00
POLK	2,47E+00
CD47	2,47E+00
NFX1	2,47E+00
WDR66	-2,47E+00
LRRC47	-2,47E+00
LIPC	2,47E+00
MBD2	2,47E+00
UBE4A	2,46E+00
SEC23B	-2,46E+00
MYL6B	-2,46E+00
KDM4B	2,46E+00
HIF1A	2,46E+00
TMTC3	2,46E+00
RIDA	-2,46E+00
PYGB	-2,46E+00
SMUG1	-2,46E+00
AARS2	-2,46E+00
STRIP2	-2,46E+00
PRPF19	-2,46E+00
PGGHG	2,46E+00
EML5	2,46E+00
RPRD1B	-2,45E+00
CLDN5	-2,45E+00
POP7	-2,45E+00
SGK1	-2,45E+00
SEMA6C	-2,45E+00
REPS2	-2,45E+00
TBCCD1	-2,45E+00
EHHADH	-2,45E+00
RANBP17	-2,45E+00
KBTBD6	-2,45E+00
TMA16	2,45E+00
SLC27A5	-2,45E+00
BLOC1S2	2,45E+00
MOSPD3	-2,45E+00
ANXA4	2,45E+00
CNTF	2,45E+00
TRAM1L1	2,44E+00
PSAP	2,44E+00
C1orf112	-2,44E+00
GUCD1	-2,44E+00
GPR173	2,44E+00
OPHN1	2,44E+00
CAVIN2	-2,44E+00
MPV17	-2,44E+00
SYNGR2	2,44E+00
ADGRL4	-2,44E+00
CHPF2	2,44E+00
TMED3	2,44E+00
RAB43	-2,44E+00
AAK1	2,44E+00
TMEM41B	-2,44E+00
KIFC3	-2,44E+00
PON2	-2,44E+00
SLC39A1	-2,43E+00
LRCH4	-2,43E+00
UBE2O	-2,43E+00
NDUFS8	-2,43E+00
STON2	2,43E+00
CCDC15	-2,43E+00
TUSC3	2,43E+00
NLGN1	2,43E+00
CHID1	-2,43E+00
PARP6	2,43E+00
IPO4	-2,43E+00
TAPBP	-2,43E+00
FBXO9	2,43E+00
GART	-2,42E+00
NIFK	2,42E+00
ZNF217	2,42E+00
GGA2	-2,42E+00
CIAO1	-2,42E+00
RAD50	2,42E+00
CGN	-2,42E+00
CDC42EP5	2,42E+00
ETNK2	-2,42E+00
TOGARAM1	2,42E+00
CNOT7	2,42E+00
TUBA1B	-2,42E+00
CENPO	-2,42E+00
PPP1R2	2,42E+00
TMEM199	-2,41E+00
FAM53B	-2,41E+00
ZBTB43	2,41E+00
MRPL23	-2,41E+00
CLTB	2,41E+00
ASTN1	-2,41E+00
MRPL41	-2,41E+00
SF3B5	-2,41E+00
GK5	2,41E+00
SLC29A3	-2,41E+00
GNAL	-2,41E+00
PKIA	-2,41E+00
VMAC	2,41E+00
LRRC59	-2,41E+00
BCL7C	-2,41E+00
CTDNEP1	2,40E+00
PIGN	2,40E+00
SRI	-2,40E+00
HAGHL	2,40E+00
PRRC1	2,40E+00
WDR63	2,40E+00
VCL	2,40E+00
HSPH1	-2,40E+00
SF3A1	-2,40E+00
ZFP30	2,40E+00
FAM241A	-2,40E+00
RENBP	-2,40E+00
KLHL20	-2,40E+00
PRDM8	2,40E+00
KDM4D	-2,40E+00
PDCD2L	-2,39E+00
SCAP	-2,39E+00
TSG101	2,39E+00
TPCN1	-2,39E+00
PGLS	2,39E+00
HNRNPU	-2,39E+00
RNF126	-2,39E+00
NFATC1	-2,39E+00
TRIM13	2,39E+00
NGLY1	2,39E+00
CD1D	-2,39E+00
CHRD	2,39E+00
FARP1	-2,39E+00
MICB	2,39E+00
PSMG2	2,38E+00
PTHLH	2,38E+00
SLC4A3	2,38E+00
GFAP	-2,38E+00
P4HTM	2,38E+00
HOMEZ	-2,38E+00
CGAS	-2,38E+00
RANGAP1	-2,38E+00
PLPBP	-2,38E+00
ANKMY2	2,38E+00
SRPX	-2,38E+00
EMID1	-2,37E+00
ZNF664	2,37E+00
DDOST	-2,37E+00
KIDINS220	2,37E+00
KPNA4	2,37E+00
RBPMS2	-2,37E+00
COQ9	-2,37E+00
TMEM38B	-2,37E+00
GALNT4	-2,37E+00
RGS14	-2,37E+00
ATP6V1D	2,37E+00
POC5	-2,37E+00
SMYD3	2,37E+00
TMEM120A	-2,37E+00
RPS15	-2,37E+00
SYT7	-2,37E+00
GPAM	-2,37E+00
FOXO4	2,37E+00
PNO1	-2,37E+00
ZFP90	2,37E+00
CPM	-2,37E+00
LAMP5	2,37E+00
PLXNA2	-2,37E+00
MID1IP1	-2,37E+00
CD2BP2	-2,37E+00
IDH2	-2,37E+00
PRMT7	-2,37E+00
CYP11A1	-2,37E+00
TMEM209	-2,37E+00
CENPN	-2,36E+00
LGR4	-2,36E+00
FST	2,36E+00
VPS50	2,36E+00
NIT2	2,36E+00
VPS25	-2,36E+00
PITPNM1	-2,36E+00
DAPK2	2,36E+00
CIAPIN1	-2,36E+00
CLASP1	2,36E+00
STAG2	2,36E+00
FGFRL1	-2,36E+00
ANKRD9	-2,36E+00
P2RY1	-2,36E+00
VPS41	2,36E+00
RFNG	2,36E+00
KATNB1	-2,36E+00
CAPN5	-2,36E+00
DENND5B	-2,36E+00
NOP56	-2,36E+00
ZC3H6	2,36E+00
ZNF384	-2,36E+00
CTNNB1	-2,36E+00
GOLT1B	2,35E+00
FAM122A	-2,35E+00
LSM14B	2,35E+00
COPB2	2,35E+00
PSMC1	2,35E+00
